speciesID,taxonomicOrder,alphaCode,commonName,scientificName,femaleMass_min_g,femaleMass_max_g,maleMass_min_g,maleMass_max_g,femaleWingChord_min_mm,femaleWingChord_max_mm,maleWingChord_min_mm,maleWingChord_max_mm,femaleTailLength_min_mm,femaleTailLength_max_mm,maleTailLength_min_mm,maleTailLength_max_mm,bandSize
5043,1128,CUOR,Cuban Oriole,Icterus melanopsis,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D, 2"
5044,1127,BAHO,Bahama Oriole,Icterus northropi,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D, 2"
5045,1130,PROR,Puerto Rican Oriole,Icterus portoricensis,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D, 2"
5046,1129,HIOR,Hispaniolan Oriole,Icterus dominicensis,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D, 2"
5050,1134,HOOR,Hooded Oriole,Icterus cucullatus,18,30,18,30,73,86,77,92,79,95,84,101,"1A, 1B"
5051,1136,STRO,Streak-backed Oriole,Icterus pustulatus,31,42,31,42,81,94,86,99,73,83,78,88,1A
5060,1133,OROR,Orchard Oriole,Icterus spurius,16,25,16,25,69,79,73,83,59,72,62,76,1B
5070,1143,BAOR,Baltimore Oriole,Icterus galbula,26,41,26,41,83,95,88,102,64,73,68,78,"1A, 1B, 1D"
5078,1138,BBOH,Baltimore X Bullock's Oriole Hybrid,,25,41,26,42,83,98,88,104,64,79,68,83,1A
5080,1137,BUOR,Bullock's Oriole,Icterus bullockii,25,39,28,42,85,98,91,104,69,79,73,83,"1A, 1B, 1D"
5090,1118,RUBL,Rusty Blackbird,Euphagus carolinus,45,61,54,76,101,112,110,121,77,87,86,96,"2, 1D"
5100,1119,BRBL,Brewer's Blackbird,Euphagus cyanocephalus,45,67,57,81,108,120,119,133,92,104,103,118,"2, 1D"
5110,1120,COGR,Common Grackle,Quiscalus quiscula,84,114,105,144,114,135,128,153,97,125,113,148,"M: 3, 3B"
5120,1122,GTGR,Great-tailed Grackle,Quiscalus mexicanus,85,130,150,225,124,158,160,206,117,168,143,237,"M: 4, 3A"
5130,1121,BTGR,Boat-tailed Grackle,Quiscalus major,100,145,180,235,129,150,166,194,109,143,147,189,"M: 4, 3A"
5131,1123,GAGR,Greater Antillean Grackle,Quiscalus niger,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2"
5140,1196,EVGR,Evening Grosbeak,Coccothraustes vespertinus,45,75,45,75,100,114,103,117,57,65,59,67,"1A, 2, 1D"
5141,1146,BRAM,Brambling,Fringilla montifringilla,21,31,21,31,0,0,0,0,0,0,0,0,"1B, 1, 1C"
5142,1197,HAWF,Hawfinch,Coccothraustes coccothraustes,48,62,48,62,0,0,0,0,0,0,0,0,"1A, 2, 1D"
5143,1145,COCH,Common Chaffinch,Fringilla coelebs,18,27,17,28,0,0,0,0,0,0,0,0,"1B, 1, 1C"
5150,1152,PIGR,Pine Grosbeak,Pinicola enucleator,49,65,49,65,101,120,104,125,77,101,81,104,"1A, 1D"
5160,1153,EUBU,Eurasian Bullfinch,Pyrrhula pyrrhula,21,27,21,27,0,0,0,0,0,0,0,0,"1B, 1A"
5161,1177,CORO,Common Rosefinch,Carpodacus erythrinus,21,30,21,30,0,0,0,0,0,0,0,0,"1B, 1, 1C"
5170,1179,PUFI,Purple Finch,Haemorhous purpureus,18,30,18,30,71,83,74,86,51,60,54,62,"1, 1C, 1B"
5180,1180,CAFI,Cassin's Finch,Haemorhous cassinii,21,33,21,33,84,93,87,96,56,65,60,68,"1B, 1, 1C"
5190,1178,HOFI,House Finch,Haemorhous mexicanus,17.2,26.8,17.2,26.8,70,80,72,83,51,63,54,66,"1B, 1, 1C"
5210,1181,RECR,Red Crossbill,Loxia curvirostra,23,45,23,48,78,101,82,105,46,61,48,63,"1B, 1A"
5211,1182,CACR,Cassia Crossbill,Loxia sinesciuris,29,41,29,41,86,96,89,99,57,65,62,70,"1A, 1D"
5220,1183,WWCR,White-winged Crossbill,Loxia leucoptera,21,31,21,31,80,89,83,92,49,59,52,62,1B
5240,1149,GCRF,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,21,55,21,55,96,120,100,124,56,82,59,85,"1B, 1A, 1"
5250,1150,BLRF,Black Rosy-Finch,Leucosticte atrata,23,33,23,33,96,106,100,111,57,65,62,70,"1B, 1A, 1"
5260,1151,BCRF,Brown-capped Rosy-Finch,Leucosticte australis,24,33,24,33,97,108,100,112,61,69,63,71,"1B, 1A, 1"
5261,1192,EUGO,European Goldfinch,Carduelis carduelis,13,17,13,17,0,0,0,0,0,0,0,0,0
5262,1193,ORGR,Oriental Greenfinch,Chloris sinica,0,0,0,0,0,0,0,0,0,0,0,0,"0, 1C, 1"
5270,1185,HORE,Hoary Redpoll,Acanthis hornemanni,10.5,19.4,10.5,20.3,67,87,68,90,51,67,53,69,"0, 0A"
5276,1186,UNRE,Unidentified Common/Hoary Redpoll,,10.5,20.2,10.5,20.9,67,87,68,90,50,67,51,69,0
5280,1184,CORE,Common Redpoll,Acanthis flammea,11.4,20.2,11.8,20.9,67,81,68,78,50,64,51,66,"0, 0A"
5290,1191,AMGO,American Goldfinch,Spinus tristis,9.5,16.1,10.6,17.3,62,73,65,76,39,50,42,52,"0, 0A, 1C, 1"
5300,1189,LEGO,Lesser Goldfinch,Spinus psaltria,7.9,11.8,7.9,11.8,56,64,59,68,36,43,38,45,"0A, 0"
5310,1190,LAGO,Lawrence's Goldfinch,Spinus lawrencei,9.1,12.2,9.4,12.6,59,68,62,71,42,49,45,51,"0, 0A, 1C, 1"
5321,1188,RESI,Red Siskin,Spinus cucullatus,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,1187,PISI,Pine Siskin,Spinus pinus,10.7,16.7,10.7,16.7,66,75,69,77,40,48,42,50,"0, 0A"
5331,1195,COCA,Common Canary,Serinus canaria,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1C"
5332,1194,YFCA,Yellow-fronted Canary,Crithagra mozambica,9,13,9,13,0,0,0,0,0,0,0,0,"0, 1"
5340,921,SNBU,Snow Bunting,Plectrophenax nivalis,30,49,30,49,93,111,99,119,58,68,62,75,"1A, 1B"
5350,922,MKBU,McKay's Bunting,Plectrophenax hyperboreus,38,58,38,58,99,115,106,122,62,71,65,75,"1B, 1A"
5351,1086,RUBU,Rustic Bunting,Emberiza rustica,19,27,19,27,0,0,0,0,0,0,0,0,"1, 1C"
5352,1085,LIBU,Little Bunting,Emberiza pusilla,11,14,11,14,0,0,0,0,0,0,0,0,"1C, 1"
5353,1087,GRBU,Gray Bunting,Emberiza variabilis,0,0,0,0,0,0,0,0,0,0,0,0,1B
5354,1088,PALB,Pallas's Bunting,Emberiza pallasi,0,0,11,14,0,0,0,0,0,0,0,0,"1, 1C"
5355,1089,REBU,Reed Bunting,Emberiza schoeniclus,15,22,15,22,0,0,0,0,0,0,0,0,"1, 1C"
5360,917,LALO,Lapland Longspur,Calcarius lapponicus,23,34,23,34,82,95,88,100,50,60,55,64,"1, 1B"
5370,919,SMLO,Smith's Longspur,Calcarius pictus,21,29,24,32,84,92,89,97,54,63,57,67,"1, 1C"
5380,918,CCLO,Chestnut-collared Longspur,Calcarius ornatus,14.5,23.3,14.5,23.3,76,85,81,91,48,57,51,61,"1, 1C"
5390,920,TBLO,Thick-billed Longspur,Rhynchophanes mccownii,20,27,23,30,80,88,86,94,44,52,47,57,"1, 1C"
5400,1040,VESP,Vesper Sparrow,Pooecetes gramineus,19,28,21,31,70,82,73,86,51,65,52,68,"1B, 1, 1C"
5410,1050,IPSP,Ipswich Sparrow,Passerculus sandwichensis princeps,24,32,24,32,68,77,71,81,51,60,53,62,"1B, 1"
5420,1049,SAVS,Savannah Sparrow,Passerculus sandwichensis,14.7,22.7,14.7,22.7,61,77,62,81,41,60,43,62,"1, 1C, 0"
5430,1051,BSSP,Belding's Savannah Sparrow,Passerculus sandwichensis beldingi,14.7,22.7,14.7,22.7,59,67,62,70,41,49,43,51,"1, 1C"
5440,1052,LBSP,Large-billed Sparrow,Passerculus sandwichensis rostratus,14.7,22.7,14.7,22.7,63,71,66,74,46,54,49,56,"1, 1C"
5450,1055,BAIS,Baird's Sparrow,Centronyx bairdii,15.9,22.6,15.9,22.6,61,72,63,75,45,54,47,57,"1, 1C"
5460,1053,GRSP,Grasshopper Sparrow,Ammodramus savannarum,14.8,19.6,14.8,19.6,57,65,59,68,43,50,45,52,"1, 1C, 0"
5464,1054,FGSP,Florida Grasshopper Sparrow,Ammodramus savannarum floridanus,14.8,19.6,14.8,19.6,55,62,58,64,39,47,42,50,"1, 1C, 0"
5470,1056,HESP,Henslow's Sparrow,Centronyx henslowii,10.5,14.9,10.5,14.9,46,53,48,55,41,51,44,54,"0, 1C, 1"
5480,1057,LCSP,LeConte's Sparrow,Ammospiza leconteii,10.7,15.1,10.7,15.1,47,54,48,55,44,53,47,56,"1, 1C, 0"
5490,1059,SALS,Saltmarsh Sparrow,Ammospiza caudacuta,15.7,19.8,18.6,22.8,52,63,54,65,42,51,45,55,"1, 1B, 1C"
5491,1058,NESP,Nelson's Sparrow,Ammospiza nelsoni,15.1,19.5,18.2,22,50,59,52,62,43,52,46,56,"1, 1B, 1C"
5499,1060,STSP,Unidentified Sharp-tailed Sparrow,,15.1,19.8,18.2,22.8,50,63,52,65,42,52,45,56,"1, 1B, 1C"
5500,1061,SESP,Seaside Sparrow,Ammospiza maritima,20,27,20,27,54,64,57,67,45,54,47,57,1B
5510,1062,DSSP,Dusky Seaside Sparrow,Ammodramus maritima nigrescens,20,27,20,27,54,64,57,67,45,54,47,57,1B
5511,1063,CSSS,Cape Sable Seaside Sparrow,Ammodramus maritimus mirabilis,20,27,20,27,54,64,57,67,45,54,47,57,1B
5520,1041,LASP,Lark Sparrow,Chondestes grammacus,24,32,24,32,77,87,82,93,59,69,61,72,1B
5530,1070,HASP,Harris's Sparrow,Zonotrichia querula,31,37,35,42,76,86,82,91,75,84,78,88,1A
5540,1071,UWCS,Unspecified White-crowned Sparrow,Zonotrichia leucophrys,20,34,20,34,63,79,67,84,62,74,64,78,1B
5541,1072,EWCS,Eastern White-crowned Sparrow,Zonotrichia leucophrys leucophrys,20,34,20,34,71,79,74,82,63,72,66,75,1B
5546,1073,MWCS,Mountain White-crowned Sparrow,Zonotrichia leucophrys oriantha,20,34,20,34,69,78,73,82,67,74,70,78,1B
5547,1074,PSWS,Puget Sound White-crowned Sparrow,Zonotrichia leucophrys pugetensis,20,34,20,34,63,71,67,75,62,71,64,74,1B
5550,1075,GWCS,Gambel's White-crowned Sparrow,Zonotrichia leucophrys gambelii,20,34,20,34,69,79,74,84,64,73,67,76,1B
5560,1076,NWCS,Nuttall's White-crowned Sparrow,Zonotrichia leucophrys nuttalli,20,34,20,34,63,71,67,75,62,71,64,74,1B
5570,1077,GCSP,Golden-crowned Sparrow,Zonotrichia atricapilla,26,35,26,35,71,80,76,83,70,80,74,83,"1B, 1A"
5580,1069,WTSP,White-throated Sparrow,Zonotrichia albicollis,21,32,21,32,64,73,69,78,67,75,70,78,1B
5581,1068,RUFS,Rufous-collared Sparrow,Zonotrichia capensis,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1B"
5586,1079,ZSHY,Zonotrichia Sparrow Hybrid,,0,0,0,0,0,0,0,0,0,0,0,0,1B
5590,1033,ATSP,American Tree Sparrow,Spizelloides arborea,14,23,14,23,67,80,70,82,60,72,63,74,"1, 0, 1C"
5600,1034,CHSP,Chipping Sparrow,Spizella passerina,10.3,15.1,10.3,15.1,62,73,64,76,51,63,54,66,"0, 0A, 1C, 1"
5610,1035,CCSP,Clay-colored Sparrow,Spizella pallida,9.3,13.3,9.3,13.3,56,61,59,64,53,60,55,63,"0, 0A, 1C, 1"
5620,1036,BRSP,Brewer's Sparrow,Spizella breweri,8.9,12.4,8.9,12.4,55,64,57,66,54,65,58,69,"0, 1C, 0A, 1"
5630,1037,FISP,Field Sparrow,Spizella pusilla,9.9,13.6,10.8,15.6,56,66,60,71,55,67,59,74,"0, 0A, 1C, 1"
5640,1038,WOSP,Worthen's Sparrow,Spizella wortheni,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0A"
5650,1039,BCSP,Black-chinned Sparrow,Spizella atrogularis,9.9,14.2,9.9,14.2,56,64,58,66,58,70,61,74,"0, 1C, 1"
5660,1078,WWJU,White-winged Junco,Junco hyemalis aikeni,15.5,25.5,15.5,25.5,79,88,83,92,72,80,75,84,"1, 0, 1C"
5670,1080,SCJU,Slate-colored Junco,Junco hyemalis hyemalis,15.5,25.5,15.5,25.5,68,80,72,84,61,72,64,75,"0, 1C, 1"
5671,1081,ORJU,Oregon Junco,Junco hyemalis oreganus,15.5,25.5,15.5,25.5,69,77,72,81,60,69,63,72,"0, 1C, 1"
5677,1082,UDEJ,Unspecified Dark-eyed Junco,Junco hyemalis,15.5,25.5,15.5,25.5,67,88,70,92,57,80,60,84,"0, 1C, 1"
5690,1083,GHJU,Gray-headed Junco,Junco hyemalis caniceps,15.5,25.5,15.5,25.5,74,83,77,87,65,76,68,80,"1, 0, 1C"
5700,1084,YEJU,Yellow-eyed Junco,Junco phaeonotus,18,22.3,18,22.3,72,82,75,85,68,77,70,79,"1, 1C, 0"
5730,1043,BTSP,Black-throated Sparrow,Amphispiza bilineata,11.6,15.4,11.6,15.4,56,67,58,70,53,63,58,67,"0, 1C, 1"
5740,1045,USSP,Unidentified Sage Sparrow,,12.2,21.9,12.2,21.9,56,73,58,75,53,73,56,77,"1, 1C"
5741,1046,SCBS,San Clemente Bell's Sparrow,Artemisiospiza belli belli,12.2,17.2,12.2,17.2,56,73,58,75,53,67,56,70,1
5742,1042,FSSP,Five-striped Sparrow,Amphispizopsis quinquestriata,16.9,21.2,16.9,21.2,63,72,67,76,60,69,63,73,1B
5743,1044,SBSP,Sagebrush Sparrow,Artemisiospiza nevadensis,15.4,21.9,15.4,21.9,62,69,66,73,65,73,69,77,"1, 1C"
5744,1047,BESP,Bell's Sparrow,Artemisiospiza belli,12.2,17.2,12.2,17.2,56,73,58,75,53,67,56,70,"1, 1C"
5750,1032,BACS,Bachman's Sparrow,Peucaea aestivalis,17,25,17,25,53,62,55,65,56,64,59,67,"1, 1C"
5760,1030,BOSP,Botteri's Sparrow,Peucaea botterii,15,24,15,24,57,68,58,69,56,66,59,69,"1, 1C"
5780,1031,CASP,Cassin's Sparrow,Peucaea cassinii,15,23,15,23,56,64,58,66,59,67,61,69,"1, 1C"
5790,1029,RWSP,Rufous-winged Sparrow,Peucaea carpalis,12.8,17.4,12.8,17.4,55,64,58,67,59,66,62,69,"0, 1C, 1"
5800,1025,RCSP,Rufous-crowned Sparrow,Aimophila ruficeps,15.3,22.8,15.3,22.8,54,69,56,72,56,73,58,76,"1, 1C, 1B"
5810,1065,SOSP,Song Sparrow,Melospiza melodia,16.5,48,16.5,48,52,83,54,87,51,83,52,86,"1B, 1, 1C"
5830,1066,LISP,Lincoln's Sparrow,Melospiza lincolnii,13.9,22.3,13.9,22.3,54,65,56,69,48,58,50,61,"1, 0, 1C"
5840,1067,SWSP,Swamp Sparrow,Melospiza georgiana,14.6,22.7,14.6,22.7,52,63,55,65,51,60,55,64,"1, 1C, 0"
5850,1064,FOSP,Fox Sparrow,Passerella iliaca,24,44,24,44,73,89,76,92,64,87,66,90,"1A, 1B"
5860,1018,OLSP,Olive Sparrow,Arremonops rufivirgatus,18,24,18,24,57,65,61,68,55,62,57,64,"1B, 1, 1C"
5861,1017,SAFI,Saffron Finch,Sicalis flaveola,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1"
5870,1021,EATO,Eastern Towhee,Pipilo erythrophthalmus,34,50,34,50,71,85,74,89,78,96,82,100,"M: 2, 1D, 1A"
5876,1022,URST,Unidentified Rufous-sided Towhee,,33,50,33,50,71,89,74,92,78,107,82,112,"2, 1A, 1D"
5880,1020,SPTO,Spotted Towhee,Pipilo maculatus,33,49,33,49,75,89,78,92,84,107,88,112,"M: 1D, 2, 1A"
5900,1019,GTTO,Green-tailed Towhee,Pipilo chlorurus,24,34,24,34,70,79,73,82,74,85,78,89,"1A, 1B, 1D"
5906,1023,HYTO,Hybrid Towhee,,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1B"
5910,1026,CANT,Canyon Towhee,Melozone fusca,38,50,38,50,85,95,90,99,90,107,94,111,"1A, 1D, 2"
5911,1027,CALT,California Towhee,Melozone crissalis,43,59,43,59,82,96,85,100,96,113,100,118,"2, 1A, 1D"
5912,1024,ICTO,Inyo California Towhee,Melozone crissalis eremophilus,0,0,0,0,0,0,0,0,0,0,0,0,"1D, 2, 1A"
5920,1028,ABTO,Abert's Towhee,Melozone aberti,39,50,42,53,83,91,88,96,102,114,109,121,"1A, 2, 1D"
5922,997,RCCA,Red-crested Cardinal,Paroaria coronata,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D, 2"
5923,998,YBCA,Yellow-billed Cardinal,Paroaria capitata,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1D"
5930,1095,NOCA,Northern Cardinal,Cardinalis cardinalis,34,54,34,54,81,102,84,105,91,120,95,124,"1A, 2, 1D"
5940,1096,PYRR,Pyrrhuloxia,Cardinalis sinuatus,29,44,29,44,81,96,84,100,89,108,95,113,"1A, 1D"
5950,1098,RBGR,Rose-breasted Grosbeak,Pheucticus ludovicianus,37,54,37,54,90,104,93,108,66,75,69,79,"1A, 1D, 2"
5960,1099,BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,34,53,34,53,88,104,90,107,75,87,77,89,"1A, 1D, 2"
5961,1097,YEGR,Yellow Grosbeak,Pheucticus chrysopeplus,0,0,0,0,0,0,0,0,0,0,0,0,"2, 1A, 1D"
5970,1101,BLGR,Blue Grosbeak,Passerina caerulea,24,33,24,33,77,94,83,98,60,75,63,79,"1B, 1A"
5971,1100,BLBU,Blue Bunting,Cyanocompsa parellina,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1C"
5980,1104,INBU,Indigo Bunting,Passerina cyanea,11.9,17.8,12.5,18.7,58,68,62,72,45,51,47,54,"1, 1C, 0"
5986,1103,ILBH,Indigo X Lazuli Bunting Hybrid,,11.9,17.8,12.5,18.7,58,72,62,76,45,56,47,58,"1, 1C"
5990,1102,LAZB,Lazuli Bunting,Passerina amoena,12.3,16.5,13.1,17.8,63,72,66,76,48,56,50,58,"1, 1C, 0"
6000,1105,VABU,Varied Bunting,Passerina versicolor,9.4,16.8,9.4,16.8,56,65,59,69,47,54,50,57,"1, 1C"
6010,1106,PABU,Painted Bunting,Passerina ciris,13.1,17.7,14,18.9,61,72,64,76,48,57,51,60,"1, 1C"
6020,1005,UWSE,Unidentified White-collared Seedeater,,7.2,10.7,7.2,10.7,45,52,48,56,37,45,39,47,"0, 0A"
6021,1013,PUEB,Puerto Rican Bullfinch,Melopyrrha portoricensis,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1B"
6022,1015,LESB,Lesser Antillean Bullfinch,Loxigilla noctis,0,0,0,0,0,0,0,0,0,0,0,0,"1, 1B"
6023,1006,MOSE,Morelet's Seedeater,Sporophila morelleti,7.2,10.7,7.2,10.7,45,52,48,56,37,45,39,47,"0, 0A"
6030,1011,BFGR,Black-faced Grassquit,Melanospiza bicolor,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0A, 1C, 1"
6031,1009,CUGR,Cuban Grassquit,Phonipara canora,0,0,0,0,0,0,0,0,0,0,0,0,"0A, 0"
6032,1010,YFGR,Yellow-faced Grassquit,Tiaris olivaceus,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0A, 1C"
6040,1107,DICK,Dickcissel,Spiza americana,21,30,26,37,69,78,77,86,49,56,54,62,1B
6050,1048,LARB,Lark Bunting,Calamospiza melanocorys,30,41,33,44,79,87,84,92,59,70,63,74,1A
6061,1148,ANEU,Antillean Euphonia,Chlorophonia musica,0,0,0,0,0,0,0,0,0,0,0,0,"0, 1C, 1"
6070,1093,WETA,Western Tanager,Piranga ludoviciana,24,34,24,34,85,96,87,99,64,73,66,75,1B
6071,1094,FCTA,Flame-colored Tanager,Piranga bidentata,30,44,30,44,89,98,92,102,73,82,76,85,"1A, 1B"
6080,1092,SCTA,Scarlet Tanager,Piranga olivacea,23,36,23,36,86,96,89,100,62,70,63,72,1B
6090,1090,HETA,Hepatic Tanager,Piranga flava,31,44,31,44,91,101,95,106,74,85,77,88,1A
6100,1091,SUTA,Summer Tanager,Piranga rubra,22,39,22,39,87,101,91,105,63,85,66,88,"1A, 1B"
6101,1000,WESP,Western Spindalis,Spindalis zena,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
6102,999,PRTA,Puerto Rican Tanager,Nesospingus speculiferus,0,0,0,0,0,0,0,0,0,0,0,0,"1A, 1B"
6103,1001,HISP,Hispaniolan Spindalis,Spindalis dominicensis,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
6104,1002,PRSP,Puerto Rican Spindalis,Spindalis portoricensis,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
6105,1003,JAMS,Jamaican Spindalis,Spindalis nigricephala,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
6110,765,PUMA,Purple Martin,Progne subis,42,62,42,62,131,154,133,156,63,78,66,81,"1D, 1A, 2"
6112,767,GBMA,Gray-breasted Martin,Progne chalybea,0,0,0,0,0,0,0,0,0,0,0,0,1A
6113,766,CAMA,Caribbean Martin,Progne dominicensis,0,0,0,0,0,0,0,0,0,0,0,0,1A
6120,773,CLSW,Cliff Swallow,Petrochelidon pyrrhonota,18,27,18,27,94,114,96,117,40,52,41,54,"1, 1C"
6121,774,CASW,Cave Swallow,Petrochelidon fulva,17,26,17,26,95,111,97,113,39,51,41,52,"1, 1C"
6130,775,BARS,Barn Swallow,Hirundo rustica,14,23,14,23,108,120,110,123,67,88,76,106,"1, 0"
6140,768,TRES,Tree Swallow,Tachycineta bicolor,15,24,15,24,107,121,111,125,49,57,51,60,"1, 0, 1C"
6150,769,VGSW,Violet-green Swallow,Tachycineta thalassina,12.8,17.3,12.8,17.3,102,112,108,119,42,49,44,51,"1, 0, 1C"
6151,770,BAHS,Bahama Swallow,Tachycineta cyaneoviridis,0,0,0,0,0,0,0,0,0,0,0,0,"0, 1, 1C"
6160,772,BANS,Bank Swallow,Riparia riparia,12.8,17.3,12.8,17.3,98,105,100,108,43,50,45,52,"0, 1C, 1, 0A"
6170,771,NRWS,Northern Rough-winged Swallow,Stelgidopteryx serripennis,12,18.9,12,18.9,98,111,103,116,44,52,46,54,"0, 1C, 1, 0A"
6180,911,BOWA,Bohemian Waxwing,Bombycilla garrulus,42,65,42,65,107,117,109,119,59,69,60,70,1A
6190,912,CEDW,Cedar Waxwing,Bombycilla cedrorum,24,43,24,43,87,98,89,100,50,60,52,64,1B
6200,915,PHAI,Phainopepla,Phainopepla nitens,20,28,20,28,85,100,87,105,82,101,86,107,1B
6210,710,NSHR,Northern Shrike,Lanius borealis,54,73,54,73,106,117,110,121,103,114,105,118,"2, 1D"
6211,707,BRSH,Brown Shrike,Lanius cristatus,0,0,0,0,0,0,0,0,0,0,0,0,"1B, 1A"
6220,708,LOSH,Loggerhead Shrike,Lanius ludovicianus,40,55,40,55,85,100,88,103,89,104,94,107,"1D, 1A, 2"
6221,913,KAOO,Kauai Oo,Moho braccatus,0,0,0,0,0,0,0,0,0,0,0,0,2
6223,914,BIOO,Bishop's Oo,Moho bishopi,0,0,0,0,0,0,0,0,0,0,0,0,3
6226,828,WAWE,Warbling White-eye,Zosterops japonicus,0,0,0,0,0,0,0,0,0,0,0,0,"0A, 0"
6227,709,SLSH,San Clemente Loggerhead Shrike,Lanius ludovicianus mearnsi,0,0,0,0,0,0,0,0,0,0,0,0,"1D, 1A, 2"
6230,729,BWVI,Black-whiskered Vireo,Vireo altiloquus,15.2,21.5,15.2,21.5,73,82,75,84,47,56,51,61,"1, 1C"
6240,727,REVI,Red-eyed Vireo,Vireo olivaceus,14.8,21.4,14.8,21.4,72,82,75,85,47,56,51,60,"1C, 1, 0"
6250,728,YGVI,Yellow-green Vireo,Vireo flavoviridis,15.5,21.6,15.5,21.6,71,80,74,83,49,57,52,60,"1, 1C, 0"
6260,726,PHVI,Philadelphia Vireo,Vireo philadelphicus,10.1,13.4,10.1,13.4,62,68,63,70,40,46,43,49,"0, 0A"
6270,725,WAVI,Warbling Vireo,Vireo gilvus,10.4,16.6,10.4,16.6,62,71,64,73,45,54,46,56,"0, 1C, 1"
6280,719,YTVI,Yellow-throated Vireo,Vireo flavifrons,9.1,13.2,9.1,13.2,70,78,72,81,44,52,45,53,"1C, 1"
6290,722,BHVI,Blue-headed Vireo,Vireo solitarius,14.2,18.1,14.2,18.1,68,82,69,83,48,58,49,59,"1C, 1, 0"
6291,720,PLVI,Plumbeous Vireo,Vireo plumbeus,14.5,19.5,14.5,19.5,72,81,74,84,53,60,54,61,"1C, 1, 0"
6292,721,CAVI,Cassin's Vireo,Vireo cassinii,13,16.3,13,16.3,66,75,68,78,45,54,46,56,"1C, 1, 0"
6299,723,SOVI,Solitary Vireo,,13,19.5,13,19.5,68,76,69,78,48,54,49,55,"1C, 1, 0"
6300,717,BCVI,Black-capped Vireo,Vireo atricapilla,7.4,9.5,7.4,9.5,49,57,50,59,39,45,40,47,"0, 1C, 0A, 1"
6310,711,WEVI,White-eyed Vireo,Vireo griseus,9.7,14.2,9.7,14.2,54,63,55,65,42,52,44,53,"0, 0A"
6320,724,HUVI,Hutton's Vireo,Vireo huttoni,9,13.2,9,13.2,54,70,55,71,41,54,42,55,0
6330,715,BEVI,Bell's Vireo,Vireo bellii,7.3,10,7.3,10,51,58,52,59,41,53,42,54,0
6331,714,PRVI,Puerto Rican Vireo,Vireo latimeri,0,0,0,0,0,0,0,0,0,0,0,0,"0, 1, 1C"
6334,716,LBVI,Least Bell's Vireo,Vireo bellii pusillus,7.3,10,7.3,10,51,58,52,59,41,53,42,54,"0, 0A"
6340,718,GRVI,Gray Vireo,Vireo vicinior,10.9,14.6,10.9,14.6,59,66,61,68,54,59,57,62,"1, 1C"
6350,996,BANA,Bananaquit,Coereba flaveola,7.9,10.5,10.2,12.9,56,64,61,69,36,45,40,50,"0, 0A, 1C, 1"
6360,932,BAWW,Black-and-white Warbler,Mniotilta varia,8.8,12.6,8.8,12.6,62,70,64,72,43,50,45,52,"0, 0A, 1C, 1"
6366,995,HYWA,Hybrid Warbler,,5.4,25.4,5.4,25.4,45,83,48,87,32,66,36,69,"0, 0A, 1"
6370,933,PROW,Prothonotary Warbler,Protonotaria citrea,12.9,18,12.9,18,63,72,66,76,40,48,43,50,0
6380,934,SWWA,Swainson's Warbler,Limnothlypis swainsonii,14.1,19.3,14.1,19.3,63,72,64,75,43,50,44,51,"1, 1C, 0"
6381,935,CCWA,Crescent-chested Warbler,Oreothlypis superciliosa,7.9,10.2,7.9,10.2,56,64,59,67,43,49,46,52,"0A, 0"
6390,924,WEWA,Worm-eating Warbler,Helmitheros vermivorum,10.8,15.2,10.8,15.2,63,71,66,74,44,48,46,51,"1C, 0, 1"
6410,928,BWWA,Blue-winged Warbler,Vermivora cyanoptera,7,10.3,7,10.3,53,61,56,64,41,47,43,49,"0A, 0"
6412,929,BRWA,Brewster's Warbler,,7,10.7,7,10.7,53,64,56,67,40,47,43,50,"0A, 0"
6413,930,LAWA,Lawrence's Warbler,,7,10.7,7,10.7,53,64,56,67,40,47,43,50,"0A, 0"
6416,931,GBWH,Golden-winged x Blue-winged Warbler Hybrid,,7,10.7,7,10.7,53,64,56,67,40,47,43,50,"0A, 0"
6420,927,GWWA,Golden-winged Warbler,Vermivora chrysoptera,7.4,10.7,7.4,10.7,54,64,57,67,40,47,43,50,"0A, 0"
