speciesID,taxonomicOrder,alphaCode,commonName,scientificName,femaleMass_min_g,femaleMass_max_g,maleMass_min_g,maleMass_max_g,femaleWingChord_min_mm,femaleWingChord_max_mm,maleWingChord_min_mm,maleWingChord_max_mm,femaleTailLength_min_mm,femaleTailLength_max_mm,maleTailLength_min_mm,maleTailLength_max_mm,bandSize
10,100,WEGR,Western Grebe,Aechmophorus occidentalis,0,0,0,0,165,193,186,213,0,0,0,0,"7B, 7, 7A"
11,102,CLGR,Clark's Grebe,Aechmophorus clarkii,0,0,0,0,164,193,184,210,0,0,0,0,"7A, 7, 7B"
12,101,WCGR,Western/Clark's Grebe,,0,0,0,0,164,193,184,213,0,0,0,0,"7A, 7B"
20,98,RNGR,Red-necked Grebe,Podiceps grisegena,0,0,0,0,153,203,159,212,0,0,0,0,"7A, 7, 7B"
30,97,HOGR,Horned Grebe,Podiceps auritus,0,0,0,0,126,144,133,147,0,0,0,0,"6, 5, 5A"
40,99,EAGR,Eared Grebe,Podiceps nigricollis,0,0,0,0,120,139,126,142,0,0,0,0,"5, 5A"
50,95,LEGR,Least Grebe,Tachybaptus dominicus,0,0,0,0,83,101,86,105,0,0,0,0,4
60,96,PBGR,Pied-billed Grebe,Podilymbus podiceps,0,0,0,0,115,129,127,143,0,0,0,0,"5, 6, 5A"
70,93,COLO,Common Loon,Gavia immer,0,0,0,0,331,388,341,401,70,96,74,100,"8, 8A, 9"
80,94,YBLO,Yellow-billed Loon,Gavia adamsii,0,0,0,0,358,389,366,403,78,95,82,100,"9, 8A"
90,91,ARLO,Arctic Loon,Gavia arctica,0,0,0,0,293,332,306,348,59,68,61,71,7B
100,92,PALO,Pacific Loon,Gavia pacifica,0,0,0,0,274,305,280,313,52,58,55,62,7B
110,90,RTLO,Red-throated Loon,Gavia stellata,0,0,0,0,253,287,266,297,42,53,45,57,7B
120,401,TUPU,Tufted Puffin,Fratercula cirrhata,0,0,0,0,180,211,186,214,57,68,58,69,"6, 5, 5A"
130,399,ATPU,Atlantic Puffin,Fratercula arctica,0,0,0,0,155,170,156,172,43,54,43,53,5
140,400,HOPU,Horned Puffin,Fratercula corniculata,0,0,0,0,167,190,170,194,58,68,59,69,"5, 5A"
150,398,RHAU,Rhinoceros Auklet,Cerorhinca monocerata,0,0,0,0,168,186,173,191,49,59,51,61,"5, 6, 5A"
160,393,CAAU,Cassin's Auklet,Ptychoramphus aleuticus,0,0,0,0,116,128,117,129,25,35,25,36,"3, 3B, 3A"
170,394,PAAU,Parakeet Auklet,Aethia psittacula,0,0,0,0,139,152,141,155,37,43,38,44,4
180,397,CRAU,Crested Auklet,Aethia cristatella,0,0,0,0,129,143,132,146,31,40,33,42,4
190,396,WHAU,Whiskered Auklet,Aethia pygmaea,0,0,0,0,101,112,102,113,25,33,25,32,3
200,395,LEAU,Least Auklet,Aethia pusilla,0,0,0,0,87,102,86,101,23,28,23,27,"2, 3, 2A"
210,392,ANMU,Ancient Murrelet,Synthliboramphus antiquus,0,0,0,0,131,143,130,142,33,38,32,37,"3, 3B"
230,386,MAMU,Marbled Murrelet,Brachyramphus marmoratus,0,0,0,0,121,133,123,125,27,34,28,35,"3, 3B"
231,384,LBMU,Long-billed Murrelet,Brachyramphus perdix,0,0,0,0,0,0,0,0,0,0,0,0,"3B, 3"
232,385,AMMU,Alaska Marbled Murrelet,Brachyramphus marmoratus,0,0,0,0,121,133,123,125,27,34,28,35,"3, 3B"
240,387,KIMU,Kittlitz's Murrelet,Brachyramphus brevirostris,0,0,0,0,127,141,127,141,26,35,26,35,3
250,388,XAMU,Xantus's Murrelet,,0,0,0,0,113,126,112,124,29,34,28,33,"2, 2A"
251,389,SCMU,Scripps's Murrelet,Synthliboramphus scrippsi,0,0,0,0,113,126,112,124,29,34,28,33,"2, 2A"
252,390,GUMU,Guadalupe Murrelet,Synthliboramphus hypoleucus,0,0,0,0,113,126,112,124,29,34,28,33,"2, 2A"
260,391,CRMU,Craveri's Murrelet,Synthliboramphus craveri,0,0,0,0,111,124,110,122,31,37,30,36,2
270,382,BLGU,Black Guillemot,Cepphus grylle,0,0,0,0,151,168,150,168,43,53,43,53,"4, 4A"
290,383,PIGU,Pigeon Guillemot,Cepphus columba,0,0,0,0,164,187,162,186,45,58,45,58,"4, 4A"
300,379,COMU,Common Murre,Uria aalge,0,0,0,0,186,225,183,224,41,54,40,53,"6M, 6"
310,380,TBMU,Thick-billed Murre,Uria lomvia,0,0,0,0,199,231,200,232,44,57,43,56,"6M, 5R, 6, 5"
320,381,RAZO,Razorbill,Alca torda,0,0,0,0,187,206,190,209,68,83,70,85,"5R, 6M"
340,378,DOVE,Dovekie,Alle alle,0,0,0,0,111,123,112,127,28,37,29,38,"3, 2A"
350,371,GRSK,Great Skua,Stercorarius skua,0,0,0,0,385,432,372,420,144,160,140,162,"7A, 7B"
352,372,SPSK,South Polar Skua,Stercorarius maccormicki,0,0,0,0,370,412,367,408,139,165,142,167,"7A, 7B"
360,375,POJA,Pomarine Jaeger,Stercorarius pomarinus,0,0,0,0,331,376,327,370,122,137,120,138,5
370,376,PAJA,Parasitic Jaeger,Stercorarius parasiticus,0,0,0,0,291,344,288,338,100,140,103,137,"3A, 4, 4A"
380,377,LTJA,Long-tailed Jaeger,Stercorarius longicaudus,0,0,0,0,275,344,270,318,106,140,102,135,"4, 4A"
390,404,IVGU,Ivory Gull,Pagophila eburnea,0,0,0,0,317,350,326,360,137,149,143,156,4
391,410,MAGU,Magellan Gull,Leucophaeus scoresbii,0,0,0,0,0,0,0,0,0,0,0,0,5
400,402,BLKI,Black-legged Kittiwake,Rissa tridactyla,0,0,0,0,283,332,292,335,114,137,121,141,"4A, 5, 4"
410,403,RLKI,Red-legged Kittiwake,Rissa brevirostris,0,0,0,0,290,318,294,321,119,131,119,132,"4A, 4, 3A"
420,428,GLGU,Glaucous Gull,Larus hyperboreus,0,0,0,0,417,466,431,494,175,206,183,213,7A
430,424,ICGU,Iceland Gull,Larus glaucoides,0,0,0,0,379,415,392,435,152,179,158,184,6
431,423,THGU,Thayer's Gull,Larus glaucoides thayeri,0,0,0,0,380,420,397,439,155,179,161,185,6
440,427,GWGU,Glaucous-winged Gull,Larus glaucescens,0,0,0,0,390,435,404,455,165,184,171,191,"7A, 7, 7B"
446,431,HYGU,Hybrid Gull,,0,0,0,0,0,0,0,0,0,0,0,0,"6, 7A, 7"
470,429,GBBG,Great Black-backed Gull,Larus marinus,0,0,0,0,442,490,459,511,171,194,183,207,"7B, 7, 7A"
480,426,SBGU,Slaty-backed Gull,Larus schistisagus,0,0,0,0,402,441,429,465,170,187,177,195,7A
490,419,WEGU,Western Gull,Larus occidentalis,0,0,0,0,368,409,398,438,148,167,155,174,"6, 7A"
491,420,YFGU,Yellow-footed Gull,Larus livens,0,0,0,0,390,431,412,450,154,169,162,177,6
500,425,LBBG,Lesser Black-backed Gull,Larus fuscus,0,0,0,0,378,430,392,447,143,158,153,167,6
510,422,HERG,Herring Gull,Larus argentatus,0,0,0,0,369,447,398,468,148,181,159,190,"6, 7A"
530,421,CAGU,California Gull,Larus californicus,0,0,0,0,353,402,368,426,135,159,143,166,"5, 5A"
534,432,UNGU,Unidentified Gull,,0,0,0,0,0,0,0,0,0,0,0,0,"5, 5A"
540,418,RBGU,Ring-billed Gull,Larus delawarensis,381,496,381,496,330,369,346,392,132,150,143,161,"5, 4A, 5A"
542,413,BEGU,Belcher's Gull,Larus belcheri,0,0,0,0,0,0,0,0,0,0,0,0,5
550,415,UMGU,Unidentified Mew Gull,,0,0,0,0,320,385,331,406,126,143,135,154,"4A, 4, 5"
551,407,BHGU,Black-headed Gull,Chroicocephalus ridibundus,0,0,0,0,275,314,283,325,102,119,107,124,5
570,414,HEEG,Heermann's Gull,Larus heermanni,0,0,0,0,327,352,335,368,131,159,133,162,4A
580,411,LAGU,Laughing Gull,Leucophaeus atricilla,0,0,0,0,288,338,292,354,110,130,114,134,"5, 4A, 4"
590,412,FRGU,Franklin's Gull,Leucophaeus pipixcan,0,0,0,0,258,290,265,299,94,111,95,112,4
600,406,BOGU,Bonaparte's Gull,Chroicocephalus philadelphia,140,217,140,217,242,267,247,272,93,105,96,108,"3, 3B"
601,408,LIGU,Little Gull,Hydrocoloeus minutus,0,0,0,0,209,229,211,231,82,94,85,97,3
610,409,ROGU,Ross's Gull,Rhodostethia rosea,0,0,0,0,238,270,240,271,113,128,116,133,3
620,405,SAGU,Sabine's Gull,Xema sabini,0,0,0,0,246,276,258,286,109,121,112,124,"3, 3B"
630,445,GBTE,Gull-billed Tern,Gelochelidon nilotica,0,0,0,0,280,311,285,313,68,82,73,84,"3B, 3A"
640,446,CATE,Caspian Tern,Hydroprogne caspia,0,0,0,0,390,430,394,434,90,112,91,115,"5, 4A"
650,458,ROYT,Royal Tern,Thalasseus maximus,0,0,0,0,353,388,354,389,90,104,90,104,"4, 4A"
652,459,GCTE,Great Crested Tern,Thalasseus bergii,0,0,0,0,0,0,0,0,0,0,0,0,"3, 3B"
660,462,ELTE,Elegant Tern,Thalasseus elegans,0,0,0,0,296,325,300,327,78,92,78,93,3
670,460,SATE,Sandwich Tern,Thalasseus sandvicensis,0,0,0,0,270,297,271,302,69,78,68,77,3B
671,461,CAYT,Cayenne Tern,Thalasseus acuflavidus eurygnathus,0,0,0,0,0,0,0,0,0,0,0,0,3B
690,457,FOTE,Forster's Tern,Sterna forsteri,0,0,0,0,245,277,246,278,60,73,62,76,3
700,453,COTE,Common Tern,Sterna hirundo,0,0,0,0,252,283,252,281,65,76,64,75,"2A, 2"
706,463,HYTE,Hybrid Tern,,0,0,0,0,0,0,0,0,0,0,0,0,"2, 2A"
710,454,ARTE,Arctic Tern,Sterna paradisaea,0,0,0,0,255,285,257,288,63,76,65,77,"2, 2A"
720,450,ROST,Roseate Tern,Sterna dougallii,0,0,0,0,216,241,216,240,53,65,57,69,"2, 2A"
725,452,HCRT,Common Tern X Roseate Tern Hybrid,,0,0,0,0,0,0,0,0,0,0,0,0,2
730,440,ALTE,Aleutian Tern,Onychoprion aleuticus,0,0,0,0,254,278,259,280,0,0,0,0,"2, 2A, 1D"
731,451,BNTE,Black-naped Tern,Sterna sumatrana,0,0,0,0,0,0,0,0,0,0,0,0,2
740,442,LETE,Least Tern,Sternula antillarum,0,0,0,0,156,173,157,177,37,44,38,45,"1A, 1B"
741,441,LITE,Little Tern,Sternula albifrons,0,0,0,0,0,0,0,0,0,0,0,0,1A
742,443,ILTE,Interior Least Tern,Sternula antillarum athalassos,0,0,0,0,156,173,157,177,37,44,38,45,"1A, 1B"
743,444,CLTE,California Least Tern,Sternula antillarum browni,0,0,0,0,156,173,157,177,37,44,38,45,"1A, 1B"
750,437,SOTE,Sooty Tern,Onychoprion fuscatus,0,0,0,0,274,297,275,298,68,82,69,86,3
760,439,BRTE,Bridled Tern,Onychoprion anaethetus,0,0,0,0,245,266,247,267,63,74,64,75,"2A, 3, 2"
761,438,GRAT,Gray-backed Tern,Onychoprion lunatus,0,0,0,0,0,0,0,0,0,0,0,0,"2, 2A"
770,447,BLTE,Black Tern,Chlidonias niger,0,78,0,78,190,218,196,224,51,58,51,59,"1D, 1A, 2"
780,448,WWTE,White-winged Tern,Chlidonias leucopterus,0,0,0,0,0,0,0,0,0,0,0,0,2
781,449,WHIT,Whiskered Tern,Chlidonias hybrida,0,0,0,0,0,0,0,0,0,0,0,0,2
790,433,BRNO,Brown Noddy,Anous stolidus,0,0,0,0,256,279,261,289,128,145,134,157,3
791,434,BLNO,Black Noddy,Anous minutus,0,0,0,0,0,0,0,0,0,0,0,0,"2, 3, 2A"
792,435,BGNO,Blue-gray Noddy,Anous ceruleus,0,0,0,0,0,0,0,0,0,0,0,0,"2, 1D, 2A"
793,436,WHTE,White Tern,Gygis alba,0,0,0,0,0,0,0,0,0,0,0,0,"2, 2A"
800,464,BLSK,Black Skimmer,Rynchops niger,213,296,280,382,323,372,374,416,76,87,86,95,"4, 4A, 3A, 4V"
810,129,BFAL,Black-footed Albatross,Phoebastria nigripes,0,0,0,0,481,529,487,536,132,149,136,153,7B
811,127,WAAL,Wandering Albatross,Diomedea exulans,0,0,0,0,0,0,0,0,0,0,0,0,8
816,124,HYAL,Hybrid Albatross,,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 8, 7D"
820,131,STAL,Short-tailed Albatross,Phoebastria albatrus,0,0,0,0,518,564,538,593,144,158,153,170,8
821,128,LAAL,Laysan Albatross,Phoebastria immutabilis,0,0,0,0,460,505,467,513,135,157,139,161,7B
822,120,BBAL,Black-browed Albatross,Thalassarche melanophris,0,0,0,0,0,0,0,0,0,0,0,0,8
823,119,WCAL,White-capped Albatross,Thalassarche cauta,0,0,0,0,0,0,0,0,0,0,0,0,8
824,130,WAVA,Waved Albatross,Phoebastria irrorata,0,0,0,0,0,0,0,0,0,0,0,0,8
830,118,YNAL,Yellow-nosed Albatross,Thalassarche chlororhynchos,0,0,0,0,0,0,0,0,0,0,0,0,8
860,134,NOFU,Northern Fulmar,Fulmarus glacialis,0,0,0,0,284,339,291,348,100,129,108,135,"6, 5A"
880,160,COSH,Cory's Shearwater,Calonectris diomedea,0,0,0,0,319,361,323,367,117,141,120,144,4
881,159,STRS,Streaked Shearwater,Calonectris leucomelas,0,0,0,0,0,0,0,0,0,0,0,0,3B
890,163,GRSH,Great Shearwater,Ardenna gravis,0,0,0,0,310,337,317,341,106,120,108,126,"6, 5, 5R"
900,169,MASH,Manx Shearwater,Puffinus puffinus,0,0,0,0,220,238,219,241,67,83,68,85,"4A, 4"
910,161,PFSH,Pink-footed Shearwater,Ardenna creatopus,0,0,0,0,319,343,321,345,107,122,106,124,"5, 4A"
920,173,AUSH,Audubon's Shearwater,Puffinus lherminieri,0,0,0,0,192,210,193,212,80,94,81,95,"3B, 3A"
921,175,LISH,Little Shearwater,Puffinus assimilis,0,0,0,0,0,0,0,0,0,0,0,0,4
922,174,TRSH,Tropical Shearwater,Puffinus bailloni,0,0,0,0,0,0,0,0,0,0,0,0,"3, 3B, 3A"
930,172,BVSH,Black-vented Shearwater,Puffinus opisthomelas,0,0,0,0,223,246,225,248,69,80,70,82,4
931,171,TOSH,Townsend's Shearwater,Puffinus auricularis,0,0,0,0,0,0,0,0,0,0,0,0,4
932,170,NESH,Newell's Shearwater,Puffinus newelli,0,0,0,0,0,0,0,0,0,0,0,0,"4, 4A"
950,166,SOSH,Sooty Shearwater,Ardenna grisea,0,0,0,0,281,315,287,319,83,96,84,97,"5, 5A, 4A"
951,162,FFSH,Flesh-footed Shearwater,Ardenna carneipes,0,0,0,0,308,332,311,334,108,120,109,122,4
960,167,SHOS,Short-tailed Shearwater,Ardenna tenuirostris,0,0,0,0,261,284,262,286,75,87,74,87,"5, 4A"
961,164,WTSH,Wedge-tailed Shearwater,Ardenna pacifica,0,0,0,0,0,0,0,0,0,0,0,0,"5, 4A, 4"
962,165,BULS,Buller's Shearwater,Ardenna bulleri,0,0,0,0,276,302,278,304,115,133,116,135,4
963,168,CHSH,Christmas Shearwater,Puffinus nativitatis,0,0,0,0,0,0,0,0,0,0,0,0,"4, 4A"
980,147,BCPE,Black-capped Petrel,Pterodroma hasitata,0,0,0,0,264,288,268,297,113,134,119,140,3A
983,154,COPE,Cook's Petrel,Pterodroma cookii,0,0,0,0,223,239,229,246,86,94,88,97,3
985,151,HAPE,Hawaiian Petrel,Pterodroma sandwichensis,0,0,0,0,0,0,0,0,0,0,0,0,"4, 3A"
987,148,JFPE,Juan Fernandez Petrel,Pterodroma externa,0,0,0,0,0,0,0,0,0,0,0,0,3
988,150,PHPE,Phoenix Petrel,Pterodroma alba,0,0,0,0,0,0,0,0,0,0,0,0,"4, 3A, 3B"
990,146,MOPE,Mottled Petrel,Pterodroma inexpectata,0,0,0,0,245,270,243,269,93,109,94,111,3
991,152,BOPE,Bonin Petrel,Pterodroma hypoleuca,0,0,0,0,0,0,0,0,0,0,0,0,"3, 3B, 2A"
992,153,BWPE,Black-winged Petrel,Pterodroma nigripennis,0,0,0,0,0,0,0,0,0,0,0,0,2
1001,145,MUPE,Murphy's Petrel,Pterodroma ultima,0,0,0,0,267,296,268,296,104,119,105,123,"3, 3B, 3A"
1003,155,STPE,Stejneger's Petrel,Pterodroma longirostris,0,0,0,0,0,0,0,0,0,0,0,0,3
1004,156,TAPE,Tahiti Petrel,Pseudobulweria rostrata,0,0,0,0,0,0,0,0,0,0,0,0,4
1010,157,BUPE,Bulwer's Petrel,Bulweria bulwerii,0,0,0,0,0,0,0,0,0,0,0,0,"2, 2A, 3"
1020,137,CAPE,Cape Petrel,Daption capense,0,0,0,0,0,0,0,0,0,0,0,0,"4, 4A"
1030,187,LTSP,Least Storm-Petrel,Hydrobates microsoma,0,0,0,0,116,129,113,126,52,58,50,56,1B
1050,180,FTSP,Fork-tailed Storm-Petrel,Hydrobates furcatus,0,0,0,0,147,167,144,163,83,100,79,86,"1B, 1A"
1060,181,LHSP,Leach's Storm-Petrel,Hydrobates leucorhous,0,0,0,0,134,169,131,166,68,93,67,90,"1B, 1A"
1062,183,BANP,Band-rumped Storm-Petrel,Hydrobates castro,0,0,0,0,147,165,143,161,64,81,62,87,"1B, 1A, 1"
1063,184,WRSP,Wedge-rumped Storm-Petrel,Hydrobates tethys,0,0,0,0,0,0,0,0,0,0,0,0,1B
1070,185,BLSP,Black Storm-Petrel,Hydrobates melania,0,0,0,0,165,181,163,179,79,94,77,93,"1A, 1B"
1071,186,TRSP,Tristram's Storm-Petrel,Hydrobates tristrami,0,0,0,0,0,0,0,0,0,0,0,0,"2, 2A"
1080,182,ASSP,Ashy Storm-Petrel,Hydrobates homochroa,0,0,0,0,135,148,132,145,74,84,72,82,1B
1090,176,WISP,Wilson's Storm-Petrel,Oceanites oceanicus,0,0,0,0,132,162,135,158,63,74,56,76,"1B, 1A"
1101,179,WHSP,White-throated Storm-Petrel,Nesofregetta fuliginosa,0,0,0,0,0,0,0,0,0,0,0,0,"3, 2A, 2"
1110,178,WFSP,White-faced Storm-Petrel,Pelagodroma marina,0,0,0,0,0,0,0,0,0,0,0,0,3
1120,188,WTTR,White-tailed Tropicbird,Phaethon lepturus,0,0,0,0,251,296,254,299,99,125,101,128,"4, 4A, 3A"
1130,189,RBTR,Red-billed Tropicbird,Phaethon aethereus,0,0,0,0,287,326,292,329,95,116,101,118,4A
1131,190,RTTR,Red-tailed Tropicbird,Phaethon rubricauda,0,0,0,0,294,348,296,349,70,88,73,92,"5, 4A, 5A"
1140,195,MABO,Masked Booby,Sula dactylatra,0,0,0,0,399,480,392,471,148,206,147,203,"7B, 8"
1141,197,BFBO,Blue-footed Booby,Sula nebouxii,0,0,0,0,427,470,396,451,175,251,172,250,"7B, 7, 7A"
1142,196,NABO,Nazca Booby,Sula granti,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 8"
1150,198,BRBO,Brown Booby,Sula leucogaster,0,0,0,0,377,427,359,430,176,203,173,200,"7B, 7"
1160,199,RFBO,Red-footed Booby,Sula sula,0,0,0,0,366,422,359,416,188,230,191,234,"7A, 7, 7B"
1170,200,NOGA,Northern Gannet,Morus bassanus,0,0,0,0,459,520,465,525,197,238,200,244,8
1180,209,ANHI,Anhinga,Anhinga anhinga,0,0,0,0,301,346,310,349,215,266,216,268,"7B, 8"
1190,204,GRCO,Great Cormorant,Phalacrocorax carbo,0,0,0,0,326,361,345,380,134,166,140,171,8
1200,203,DCCO,Double-crested Cormorant,Nannopterum auritum,0,0,0,0,267,350,279,359,122,164,130,172,"8, 7B, 7D"
1201,207,GUCO,Guanay Cormorant,Leucocarbo bougainvillii,0,0,0,0,0,0,0,0,0,0,0,0,8
1210,202,NECO,Neotropic Cormorant,Nannopterum brasilianum,0,0,0,0,238,271,246,281,155,174,161,181,"7B, 7, 7A"
1220,201,BRAC,Brandt's Cormorant,Urile penicillatus,0,0,0,0,255,284,271,304,98,123,114,138,8
1230,206,PECO,Pelagic Cormorant,Urile pelagicus,0,0,0,0,220,281,231,301,121,142,133,152,"7B, 7, 7D"
1240,205,RFCO,Red-faced Cormorant,Urile urile,0,0,0,0,249,284,270,302,132,165,144,173,"8, 7B, 7D"
1250,210,AWPE,American White Pelican,Pelecanus erythrorhynchos,0,0,0,0,529,590,578,635,135,157,150,170,"9, 9C, 8A"
1260,211,BRPE,Brown Pelican,Pelecanus occidentalis,0,0,0,0,444,553,461,583,116,195,119,198,"8A, 9, 8"
1280,192,MAFR,Magnificent Frigatebird,Fregata magnificens,0,0,0,0,610,690,583,661,419,498,389,478,"7B, 7, 7A"
1281,193,GRFR,Great Frigatebird,Fregata minor,0,0,0,0,545,650,510,614,353,440,320,416,"7B, 7, 7A"
1282,194,LEFR,Lesser Frigatebird,Fregata ariel,0,0,0,0,0,0,0,0,0,0,0,0,"7A, 7"
1290,84,COME,Common Merganser,Mergus merganser,0,0,0,0,226,257,252,284,87,99,94,106,"7A, 7"
1300,85,RBME,Red-breasted Merganser,Mergus serrator,0,0,0,0,198,227,219,252,68,81,76,88,"6, 7A"
1310,83,HOME,Hooded Merganser,Lophodytes cucullatus,0,0,0,0,163,187,175,203,80,91,85,96,"5, 5A, 6"
1320,48,MALL,Mallard,Anas platyrhynchos,0,0,0,0,249,287,265,303,80,98,84,103,"7A, 7"
1321,51,HAWD,Hawaiian Duck,Anas wyvilliana,0,0,0,0,0,0,0,0,0,0,0,0,"6, 7A"
1322,52,LADU,Laysan Duck,Anas laysanensis,0,0,0,0,0,0,0,0,0,0,0,0,"5, 5A, 6"
1323,53,MHDH,Mallard X Hawaiian Duck Hybrid,,0,0,0,0,249,287,265,303,80,103,84,103,"7A, 6"
1325,45,MBDX,Mallard X American Black Duck Intermediate,,0,0,0,0,249,287,265,303,80,103,84,103,7A
1326,46,MBDH,Mallard X American Black Duck Hybrid,,0,0,0,0,249,287,265,303,80,103,84,103,7A
1327,47,MALX,Mallard Dominant X American Black Duck Hybrid,,0,0,0,0,249,287,265,303,80,103,84,103,7A
1330,43,ABDU,American Black Duck,Anas rubripes,0,0,0,0,249,277,265,300,81,103,85,103,7A
1331,50,MEDU,Mexican Duck,Anas diazi,0,0,0,0,239,279,257,297,75,91,78,93,7A
1337,44,ABDX,American Black Duck Dominant X Mallard Hybrid,,0,0,0,0,249,287,265,303,80,103,84,103,7A
1340,49,MODU,Mottled Duck,Anas fulvigula,0,0,0,0,223,253,235,267,78,90,81,93,7A
1350,38,GADW,Gadwall,Mareca strepera,0,0,0,0,228,261,246,278,68,87,74,92,6
1360,40,EUWI,Eurasian Wigeon,Mareca penelope,0,0,0,0,220,254,238,271,73,100,82,112,6
1370,41,AMWI,American Wigeon,Mareca americana,0,0,0,0,224,258,240,277,86,113,96,127,6
1371,39,FADU,Falcated Duck,Mareca falcata,0,0,0,0,0,0,0,0,0,0,0,0,4A
1380,61,EGWT,European Green-winged Teal,Anas crecca crecca,0,0,0,0,163,191,170,197,59,71,61,74,"4, 4A"
1390,62,AGWT,Green-winged Teal,Anas crecca,0,0,0,0,162,185,171,194,60,72,63,75,"4, 4A"
1391,60,BATE,Baikal Teal,Sibirionetta formosa,0,0,0,0,0,0,0,0,0,0,0,0,4A
1392,59,GARG,Garganey,Spatula querquedula,0,0,0,0,0,0,0,0,0,0,0,0,"4A, 4"
1400,54,BWTE,Blue-winged Teal,Spatula discors,0,0,0,0,161,183,173,195,56,68,59,71,"5, 4A"
1401,63,UNTE,Unidentified Teal,,0,0,0,0,0,0,0,0,0,0,0,0,"5, 4A"
1410,55,CITE,Cinnamon Teal,Spatula cyanoptera,0,0,0,0,171,186,180,202,61,75,63,78,"5, 4A"
1420,56,NSHO,Northern Shoveler,Spatula clypeata,0,0,0,0,216,242,229,255,69,84,76,90,"5, 6, 5A"
1430,58,NOPI,Northern Pintail,Anas acuta,0,0,0,0,241,273,253,286,92,126,167,226,6
1431,57,WHIP,White-cheeked Pintail,Anas bahamensis,0,0,0,0,0,0,0,0,0,0,0,0,"5, 5A"
1436,88,OHDU,Other Hybrid Duck,,0,0,0,0,0,0,0,0,0,0,0,0,"7A, 6, 5A, 5"
1440,37,WODU,Wood Duck,Aix sponsa,0,0,0,0,188,226,208,239,87,113,94,119,"M: 5A, 6, 5"
1441,36,MUDU,Muscovy Duck,Cairina moschata,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 7A"
1460,65,REDH,Redhead,Aythya americana,0,0,0,0,208,227,216,237,53,61,54,63,"6, 7A"
1461,66,CPOC,Common Pochard,Aythya ferina,0,0,0,0,0,0,0,0,0,0,0,0,"6, 7A"
1470,64,CANV,Canvasback,Aythya valisineria,0,0,0,0,211,234,219,243,53,60,54,61,7A
1480,69,GRSC,Greater Scaup,Aythya marila,0,0,0,0,200,224,206,230,50,60,52,62,"6, 5A, 5"
1490,70,LESC,Lesser Scaup,Aythya affinis,0,0,0,0,182,205,188,212,46,57,47,59,"6, 5A, 5"
1491,68,TUDU,Tufted Duck,Aythya fuligula,0,0,0,0,182,202,189,209,45,58,47,59,5
1500,67,RNDU,Ring-necked Duck,Aythya collaris,0,0,0,0,176,196,185,205,47,61,49,63,"6, 5A"
1510,81,COGO,Common Goldeneye,Bucephala clangula,0,0,0,0,177,222,198,239,69,88,77,98,"6, 7A"
1520,82,BAGO,Barrow's Goldeneye,Bucephala islandica,0,0,0,0,196,224,220,248,79,89,83,93,"7A, 6"
1530,80,BUFF,Bufflehead,Bucephala albeola,0,0,0,0,143,160,159,174,60,71,69,80,"5, 5A"
1540,79,LTDU,Long-tailed Duck,Clangula hyemalis,0,0,0,0,185,216,196,232,58,74,180,265,"6, 5A, 5"
1550,75,HARD,Harlequin Duck,Histrionicus histrionicus,0,0,0,0,173,201,183,210,78,89,90,107,"5, 5A"
1570,71,STEI,Steller's Eider,Polysticta stelleri,0,0,0,0,194,218,199,223,74,89,79,94,"7A, 6"
1580,72,SPEI,Spectacled Eider,Somateria fischeri,0,0,0,0,233,254,238,266,72,85,74,87,"7A, 6"
1590,74,COEI,Common Eider,Somateria mollissima,0,0,0,0,254,315,265,320,76,100,81,102,"M: 7B, 7, 7A"
1620,73,KIEI,King Eider,Somateria spectabilis,0,0,0,0,243,279,250,286,75,87,76,89,"7A, 6, 7, 7B"
1630,78,BLSC,Black Scoter,Melanitta americana,0,0,0,0,205,231,214,240,65,82,83,99,7A
1650,77,WWSC,White-winged Scoter,Melanitta deglandi,0,0,0,0,246,273,261,289,70,84,74,88,"7A, 7"
1660,76,SUSC,Surf Scoter,Melanitta perspicillata,0,0,0,0,210,235,225,251,66,82,73,90,7A
1670,87,RUDU,Ruddy Duck,Oxyura jamaicensis,0,0,0,0,129,147,133,152,64,74,68,78,"M: 7A, 6"
1680,86,MADU,Masked Duck,Nomonyx dominicus,0,0,0,0,128,144,131,147,73,86,75,88,5
1690,10,LSGO,Lesser Snow Goose,Anser caerulescens caerulescens,0,0,0,0,377,449,403,461,105,140,112,148,7B
1691,11,BLGO,Blue Goose,Anser caerulescens,0,0,0,0,377,449,403,461,105,140,112,148,7B
1695,12,SBGI,Snow X Blue Goose Intergrade,,0,0,0,0,377,449,403,461,105,140,112,148,7B
1698,13,BGSG,Blue Greater Snow Goose,,0,0,0,0,397,471,412,479,118,142,125,150,7B
1699,14,GSGO,Greater Snow Goose,Anser caerulescens atlantica,0,0,0,0,397,471,412,479,118,142,125,150,7B
1700,16,ROGO,Ross's Goose,Anser rossii,0,0,0,0,330,380,346,396,105,124,110,131,7B
1703,15,SRGH,Snow X Ross's Goose Hybrid,,0,0,0,0,0,0,0,0,0,0,0,0,7B
1710,6,GWFG,Greater White-fronted Goose,Anser albifrons,0,0,0,0,351,450,367,465,101,142,105,146,"7B, 8"
1711,4,TABG,Taiga Bean-Goose,Anser fabalis,0,0,0,0,0,0,0,0,0,0,0,0,"7B, 8"
