Year,StateProvince,City,PlotName,Latitude_dec,Longitude_dec,Date,CaptureTime_2400,SpeciesCode,BanderID,ScribeID,BandSize,BandNumberIn,FlagColorIn,FlagCodeIn,ULIn,LLIn,URIn,LRIn,BandNumberOut,FlagColorOut,FlagCodeOut,ULOut,LLOut,UROut,LROut,TagType1,TagStatus1,TagID1,TagType2,TagStatus2,TagID2,BBLDisposition,BBLStatus,BBLCondition,Age,HowAged,FieldSex,CHDSex,HowSexed,CulmenLength_mm,CulmenDepth_mm,CulmenWidth_mm,NaresTip_mm,TotalHead_mm,Tarsus_mm,Wing_mm,P10_mm,P10Exposed_mm,FatScore,Mass_g,CaptureMethod,NestID,BroodID,ChickAgeType,EstHatchDate,ChickAge_d,Feather,FeatherType1,FeatherType2,Blood,BloodFilter,BloodIsotope,Fecal,Notes
2023,Alaska,Nome,37 MI,64.84535,-166.08385,7/2/2023,11:55,REKN,ZMPohlen,KHunt,2,129232190,,,,,,X,129232190,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,23.6,6.6,4.8,17.8,51.7,31.4,,39.7,17.4,,78.7,HA,A01,1MP,Known,6/20/2023,12,Y,body,,N,,,Y,"Fecal: 1203, 1204, S4: 8.8"
2023,Alaska,Nome,37 MI,64.84211,-166.08388,7/5/2023,10:45,REKN,ZMPohlen,KHunt,2,129232190,,,,,,X,129232190,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,25.8,6.3,4.9,19.2,53.4,33.3,,54.6,31.1,,90.2,HA,A01,1MP,Known,6/20/2023,15,N,,,N,,,Y,"Fecal: 1374, 1375, S4: 26.2,  Adult 1MP fecal sample: 1373"
2023,Alaska,Nome,37 MI,64.82224,-166.0353,7/8/2023,8:45,REKN,ZMPohlen,KHunt,2,129232190,,,,,,X,129232190,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,28,6.5,5,20,56.9,33.1,,68.2,45.8,,110.5,HA,A01,1MP,Known,6/20/2023,18,N,,,N,,,Y,Fecal: 1423
2023,Alaska,Nome,37 MI,64.8366,-166.08348,7/11/2023,11:49,REKN,ZMPohlen,KHunt,2,129232190,,,,,,X,129232190,Dg,1PV,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,29.5,6.4,5,21.7,59,33.7,,81.6,62,,112.7,MN,A01,1MP,Known,6/20/2023,21,Y,S4,,N,,,Y,"Fecal: 1457, Adult 1MP fecal: 1456"
2023,Alaska,Nome,37 MI,64.84112,-166.08508,7/15/2023,16:48,REKN,ZMPohlen,CFGesmundo,2,129232190,Dg,1PV,Flag,,,X,129232190,Dg,1PV,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,31.3,6.8,5.4,22.7,61.1,33.7,,96.7,83.2,,118.2,MN,A01,1MP,Known,6/20/2023,25,N,,,N,,,Y,Fecal: 1475
2023,Alaska,Nome,37 MI,64.84805,-166.08647,6/23/2023,7:45,REKN,ZMPohlen,KHunt,2,,,,,,,,129232191,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.3,3.8,3.7,9.3,33.1,28.3,,0.7,0,,15.6,HA,J02,1MH,Known,6/23/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,37 MI,64.84988,-166.08417,6/26/2023,13:01,REKN,ZMPohlen,KHunt,2,129232191,,,,,,X,129232191,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.7,4.6,4.2,11.7,37.2,29.3,,4.4,0,,23,HA,J02,1MH,Known,6/23/2023,3,N,,,N,,,Y,Fecal: 1170
2023,Alaska,Nome,37 MI,64.84805,-166.08647,6/23/2023,7:45,REKN,ZMPohlen,KHunt,2,,,,,,,,129232192,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,10.9,3.6,3.2,9,30.5,27,,0.4,0,,16.9,HA,J02,1MH,Known,6/23/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,37 MI,64.84988,-166.08417,6/26/2023,13:01,REKN,ZMPohlen,KHunt,2,129232192,,,,,,X,129232192,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,12.8,4.2,3.6,10.4,34.6,27.8,,3.6,0,,17.8,HA,J02,1MH,Known,6/23/2023,3,N,,,N,,,Y,"Fecal: 1169, 1171"
2023,Alaska,Nome,37 MI,64.84565,-166.08788,6/29/2023,17:12,REKN,ZMPohlen,KHunt,2,129232192,,,,,,X,129232192,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,14.9,4.8,4,12.1,38.6,29.5,,10.2,2.5,,32,HA,J02,1MH,Known,6/23/2023,6,N,,,N,,,Y,Fecal: 1190
2023,Alaska,Nome,37 MI,64.84129,-166.08717,7/2/2023,11:15,REKN,ZMPohlen,KHunt,2,129232192,,,,,,X,129232192,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,16.9,5.6,4.5,13.5,42.2,30.3,,21.2,7.3,,49.5,HA,J02,1MH,Known,6/23/2023,9,N,,,N,,,Y,Fecal: 1200
2023,Alaska,Nome,37 MI,64.83983,-166.08142,7/5/2023,12:44,REKN,ZMPohlen,KHunt,2,129232192,,,,,,X,129232192,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,18.6,5.8,4.9,14.6,45.7,31.2,,37.2,28.8,,70.3,HA,J02,1MH,Known,6/23/2023,12,Y,body,,N,,,Y,"Fecal: 1388, 1389, Adult 1MH fecal sample: 1387"
2023,Alaska,Nome,37 MI,64.84421,-166.08313,7/8/2023,9:25,REKN,ZMPohlen,KHunt,2,129232192,,,,,,X,129232192,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20,5.8,4.8,15.2,48,32.9,,52.6,29.8,,84.7,HA,J02,1MH,Known,6/23/2023,15,N,,,N,,,Y,"Fecal: 1428, 1429"
2023,Alaska,Nome,37 MI,64.84106,-166.08638,7/11/2023,10:08,REKN,ZMPohlen,KHunt,2,129232192,,,,,,X,129232192,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.9,6.3,4.9,16.2,49.9,32.9,,65,46.8,,95.6,HA,J02,1MH,Known,6/23/2023,18,Y,S4,,N,,,Y,"Fecal: 1451, Adult 1MH fecal: 1450"
2023,Alaska,Nome,37 MI,64.8492,-166.08791,7/15/2023,17:55,REKN,ZMPohlen,CFGesmundo,2,129232192,,,,,,X,129232192,Dg,1TK,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,23.2,6.5,5,17.6,52.4,33,,82.7,66.1,,96.2,MN,J02,1MH,Known,6/23/2023,22,N,,,N,,,Y,Fecal: 1478
2023,Alaska,Nome,37 MI,64.84612,-166.08172,7/18/2023,18:35,REKN,ZMPohlen,CFGesmundo,2,129232192,Dg,1TK,Flag,,,X,129232192,Dg,1TK,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,24.5,6.5,5,18.5,53.7,33.6,,93,80.6,,108.3,MN,J02,1MH,Known,6/23/2023,25,N,,,N,,,Y,Fecal: 1346
2023,Alaska,Nome,37 MI,64.84988,-166.08417,6/23/2023,7:45,REKN,ZMPohlen,KHunt,2,,,,,,,,129232193,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,11.9,4.1,3.3,9.3,31.7,25.9,,0.4,0,,16.1,HA,J02,1MH,Known,6/23/2023,0,Y,down,,Y,Y,,,
2023,Alaska,Nome,Tombstone,64.9406,-166.20779,6/23/2023,11:50,REKN,ZMPohlen,KHunt,2,,,,,,,,129232195,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,13.3,4.5,3.8,11.1,35.6,26.9,,3.8,0,,17.7,HA,,1PL,P10,6/20/2023,3,Y,down,,Y,Y,,,
2023,Alaska,Nome,Tombstone,64.93512,-166.20959,6/26/2023,10:11,REKN,ZMPohlen,KHunt,2,129232195,,,,,,X,129232195,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.5,4.9,3.8,12.6,39.5,28.5,,11.1,2.1,,27.6,HA,,1PL,P10,6/20/2023,6,N,,,N,,,Y,Fecal: 1163
2023,Alaska,Nome,Tombstone,64.93654,-166.21025,6/29/2023,15:01,REKN,ZMPohlen,KHunt,2,129232195,,,,,,X,129232195,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.4,5.5,4.1,13.8,41,29.2,,24,7.5,,45.8,HA,,1PL,P10,6/20/2023,9,N,,,N,,,Y,Fecal: 1182
2023,Alaska,Nome,Tombstone,64.94117,-166.2073,7/2/2023,9:27,REKN,ZMPohlen,KHunt,2,129232195,,,,,,X,129232195,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,19.2,6,4.4,15.7,46.5,30.9,,37.9,15.6,,69.4,HA,,1PL,P10,6/20/2023,12,Y,body,,N,,,Y,Fecal: 1199
2023,Alaska,Nome,Tombstone,64.93842,-166.21052,7/5/2023,9:29,REKN,ZMPohlen,KHunt,2,129232195,,,,,,X,129232195,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,22,6.2,4.6,16.6,49.1,31.7,,54.4,32.6,,87.2,HA,,1PL,P10,6/20/2023,15,N,,,N,,,Y,Fecal: 1372
2023,Alaska,Nome,Tombstone,64.93808,-166.21133,7/7/2023,17:59,REKN,ZMPohlen,KHunt,2,129232195,,,,,,X,129232195,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,22.9,6.3,4.7,17.7,52,32.2,,65.5,41.7,,97.5,HA,,1PL,P10,6/20/2023,18,Y,S4,,N,,,Y,Fecal: 1421
2023,Alaska,Nome,Tombstone,64.93388,-166.208,7/11/2023,14:01,REKN,ZMPohlen,KHunt,2,129232195,,,,,,X,129232195,Dg,1TA,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,25.1,6.6,4.7,19.6,53.6,33.1,,83.1,64.6,,106,MN,,1PL,P10,6/20/2023,21,N,,,N,,,Y,"Fecal: 1460, flighted"
2023,Alaska,Nome,Tombstone,64.93756,-166.21115,7/15/2023,20:23,REKN,ZMPohlen,CFGesmundo,2,129232195,Dg,1TA,Flag,,,X,129232195,Dg,1TA,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,27.5,6.9,5,20.6,56.7,33.2,,97.3,85.6,,109.9,MN,,1PL,P10,6/20/2023,25,N,,,N,,,Y,Fecal: 1479
2023,Alaska,Nome,Tombstone,64.9406,-166.20779,6/23/2023,11:50,REKN,ZMPohlen,KHunt,2,,,,,,,,129232196,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,12.8,4.2,3.5,10,33.1,26.3,,3.1,0,,16,HA,,1PL,P10,6/20/2023,3,Y,down,,Y,Y,,,
2023,Alaska,Nome,Tombstone,64.93512,-166.20959,6/26/2023,10:11,REKN,ZMPohlen,KHunt,2,129232196,,,,,,X,129232196,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,13.7,4.6,3.7,11.3,37.1,27.3,,8.2,0,,24,HA,,1PL,P10,6/20/2023,6,N,,,N,,,Y,Fecal: 1164
2023,Alaska,Nome,Tombstone,64.93654,-166.21025,6/29/2023,15:01,REKN,ZMPohlen,KHunt,2,129232196,,,,,,X,129232196,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.9,5.3,4,12.4,40.3,27.8,,19.7,6.5,,40.9,HA,,1PL,P10,6/20/2023,9,N,,,N,,,Y,Fecal: 1181
2023,Alaska,Nome,Tombstone,64.9406,-166.20779,6/23/2023,11:50,REKN,ZMPohlen,KHunt,2,,,,,,,,129232197,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,13.3,4.4,3.9,10.6,36,27.2,,3.7,0,,19,HA,,1PL,P10,6/20/2023,3,Y,down,,Y,Y,,,
2023,Alaska,Nome,Tombstone,64.93512,-166.20959,6/26/2023,10:11,REKN,ZMPohlen,KHunt,2,129232197,,,,,,X,129232197,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.4,4.8,4,12.2,38.9,28.3,,10.2,0.7,,29.4,HA,,1PL,P10,6/20/2023,6,N,,,N,,,Y,Fecal: 1161
2023,Alaska,Nome,Tombstone,64.93654,-166.21025,6/29/2023,15:01,REKN,ZMPohlen,KHunt,2,129232197,,,,,,X,129232197,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.2,5.6,4.2,13.3,41.7,29.3,,23.3,8.3,,49.2,HA,,1PL,P10,6/20/2023,9,N,,,N,,,Y,Fecal: 1183
2023,Alaska,Nome,Tombstone,64.9406,-166.20779,6/23/2023,11:50,REKN,ZMPohlen,KHunt,2,,,,,,,,129232198,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,13,4.5,3.8,11,35.5,26.5,,3.3,0,,16.7,HA,,1PL,P10,6/20/2023,3,Y,down,,Y,Y,,,
2023,Alaska,Nome,Tombstone,64.93512,-166.20959,6/26/2023,10:11,REKN,ZMPohlen,KHunt,2,129232198,,,,,,X,129232198,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,15.4,4.9,4,12.5,38.8,27.5,,8.9,0,,26.5,HA,,1PL,P10,6/20/2023,6,N,,,N,,,Y,Fecal: 1162
2023,Alaska,Nome,Tombstone,64.93654,-166.21025,6/29/2023,15:01,REKN,ZMPohlen,KHunt,2,129232198,,,,,,X,129232198,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,17.1,5.1,4.6,14.1,43.2,28.3,,21.2,6.9,,43.9,HA,,1PL,P10,6/20/2023,9,N,,,N,,,Y,Fecal: 1184
2023,Alaska,Nome,37 MI,64.94117,-166.2073,7/2/2023,9:27,REKN,ZMPohlen,KHunt,2,129232198,,,,,,X,129232198,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,20.2,6.1,4.8,15.5,46.6,29.8,,35.6,13.5,,67.6,HA,,1PL,P10,6/20/2023,12,Y,body,,N,,,Y,Fecal: 1198
2023,Alaska,Nome,37 MI,64.85041,-166.08038,6/24/2023,10:15,REKN,ZMPohlen,KHunt,2,,,,,,,,129232200,,,,,,X,,,,,,,1,318,7,L,NF,U,,NA,10.9,4,3.3,9.4,32.4,26.2,,2.3,0,,13.1,HA,T03,1NL,Known,6/23/2023,1,Y,down,,Y,Y,,,
2023,Alaska,Nome,37 MI,64.85031,-166.08085,6/26/2023,12:46,REKN,ZMPohlen,KHunt,2,129232200,,,,,,X,129232200,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,12.9,4.4,3.9,10.6,36.5,26.3,,4.4,0,,17.9,HA,T03,1NL,Known,6/23/2023,3,N,,,N,,,Y,Fecal: 1168
2023,Alaska,Nome,37 MI,64.84627,-166.08794,6/29/2023,17:21,REKN,ZMPohlen,KHunt,2,129232200,,,,,,X,129232200,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,16,5.3,4.4,13.1,40.9,28.8,,13.8,1.1,,34.6,HA,T03,1NL,Known,6/23/2023,6,N,,,N,,,Y,Fecal: 1191
2023,Alaska,Nome,37 MI,64.84269,-166.08393,7/2/2023,11:31,REKN,ZMPohlen,KHunt,2,129232200,,,,,,X,129232200,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,18.8,5.8,4.5,15.2,44.8,30.3,,27.5,8.3,,56.1,HA,T03,1NL,Known,6/23/2023,9,N,,,N,,,Y,Fecal: 1202
2023,Alaska,Nome,37 MI,64.84064,-166.0814,7/5/2023,11:14,REKN,ZMPohlen,KHunt,2,129232200,,,,,,X,129232200,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,21.7,6.3,4.8,16.8,49.4,31.8,,45.7,21.1,,77.7,HA,T03,1NL,Known,6/23/2023,12,N,,,N,,,,
2023,Alaska,Nome,37 MI,64.84064,-166.0814,7/8/2023,9:48,REKN,ZMPohlen,KHunt,2,129232200,,,,,,X,129232200,,,,,,X,,,,,,,R,300,7,L,NF,U,,NA,23.1,6.3,4.9,18,52,33.1,,58,34.4,,93.6,HA,T03,1NL,Known,6/23/2023,15,N,,,N,,,Y,Fecal: 1430
2023,Alaska,Nome,37 MI,64.84388,-166.08705,7/11/2023,12:34,REKN,ZMPohlen,KHunt,2,129232200,,,,,,X,129232200,Dg,1PY,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,24.5,6.4,5,18.9,54.2,32.7,,73,49.9,,102.3,HA,T03,1NL,Known,6/23/2023,18,Y,S4,,N,,,Y,"Fecal: 1459, hop-flying"
2023,Alaska,Nome,37 MI,64.84612,-166.08172,7/18/2023,18:35,REKN,ZMPohlen,CFGesmundo,2,129232200,Dg,1PY,Flag,,,X,129232200,Dg,1PY,Flag,,,X,,,,,,,R,369,7,L,NF,U,,NA,28.7,6.6,5.4,21.9,58.8,33.6,,100.1,84.2,,107.5,MN,T03,1NL/1MH,Known,6/23/2023,25,N,,,N,,,Y,"Fecal: 1347, originally 1NL brood but found with 1MH adult and 1TK fledgling"
