BAND NUMBER,BAND_SIZE,BAND_TYPE,ISSUE OR TRANSFER REQUEST DATE
187350145,3,BE,04/19/2022
187350146,3,BE,04/19/2022
187350147,3,BE,04/19/2022
187350148,3,BE,04/19/2022
187350149,3,BE,04/19/2022
187350150,3,BE,04/19/2022
187350151,3,BE,04/19/2022
187350152,3,BE,04/19/2022
187350153,3,BE,04/19/2022
187350154,3,BE,04/19/2022
187350155,3,BE,04/19/2022
187350156,3,BE,04/19/2022
187350157,3,BE,04/19/2022
187350158,3,BE,04/19/2022
187350159,3,BE,04/19/2022
187350160,3,BE,04/19/2022
187350161,3,BE,04/19/2022
187350162,3,BE,04/19/2022
187350163,3,BE,04/19/2022
187350164,3,BE,04/19/2022
187350165,3,BE,04/19/2022
187350166,3,BE,04/19/2022
187350167,3,BE,04/19/2022
187350168,3,BE,04/19/2022
187350169,3,BE,04/19/2022
187350170,3,BE,04/19/2022
187350171,3,BE,04/19/2022
187350172,3,BE,04/19/2022
187350173,3,BE,04/19/2022
187350174,3,BE,04/19/2022
187350175,3,BE,04/19/2022
187350176,3,BE,04/19/2022
187350177,3,BE,04/19/2022
187350178,3,BE,04/19/2022
187350179,3,BE,04/19/2022
187350180,3,BE,04/19/2022
187350181,3,BE,04/19/2022
187350182,3,BE,04/19/2022
187350183,3,BE,04/19/2022
187350184,3,BE,04/19/2022
187350185,3,BE,04/19/2022
187350186,3,BE,04/19/2022
187350187,3,BE,04/19/2022
187350188,3,BE,04/19/2022
187350189,3,BE,04/19/2022
187350190,3,BE,04/19/2022
187350191,3,BE,04/19/2022
187350192,3,BE,04/19/2022
187350193,3,BE,04/19/2022
187350194,3,BE,04/19/2022
187350195,3,BE,04/19/2022
187350196,3,BE,04/19/2022
187350197,3,BE,04/19/2022
187350198,3,BE,04/19/2022
187350199,3,BE,04/19/2022
187350200,3,BE,04/19/2022
187350201,3,BE,04/19/2022
187350202,3,BE,04/19/2022
187350203,3,BE,04/19/2022
187350204,3,BE,04/19/2022
187350205,3,BE,04/19/2022
187350206,3,BE,04/19/2022
187350207,3,BE,04/19/2022
187350208,3,BE,04/19/2022
187350209,3,BE,04/19/2022
187350210,3,BE,04/19/2022
187350211,3,BE,04/19/2022
187350212,3,BE,04/19/2022
187350213,3,BE,04/19/2022
187350214,3,BE,04/19/2022
187350215,3,BE,04/19/2022
187350216,3,BE,04/19/2022
187350217,3,BE,04/19/2022
187350218,3,BE,04/19/2022
187350219,3,BE,04/19/2022
187350220,3,BE,04/19/2022
187350221,3,BE,04/19/2022
187350222,3,BE,04/19/2022
187350223,3,BE,04/19/2022
187350224,3,BE,04/19/2022
187350225,3,BE,04/19/2022
187350226,3,BE,04/19/2022
187350227,3,BE,04/19/2022
187350228,3,BE,04/19/2022
187350229,3,BE,04/19/2022
187350230,3,BE,04/19/2022
187350231,3,BE,04/19/2022
187350232,3,BE,04/19/2022
187350233,3,BE,04/19/2022
187350234,3,BE,04/19/2022
187350235,3,BE,04/19/2022
187350236,3,BE,04/19/2022
187350237,3,BE,04/19/2022
187350238,3,BE,04/19/2022
187350239,3,BE,04/19/2022
187350240,3,BE,04/19/2022
187350241,3,BE,04/19/2022
187350242,3,BE,04/19/2022
187350243,3,BE,04/19/2022
187350244,3,BE,04/19/2022
187350245,3,BE,04/19/2022
187350246,3,BE,04/19/2022
187350247,3,BE,04/19/2022
187350248,3,BE,04/19/2022
187350249,3,BE,04/19/2022
187350250,3,BE,04/19/2022
187350251,3,BE,04/19/2022
187350252,3,BE,04/19/2022
187350253,3,BE,04/19/2022
187350254,3,BE,04/19/2022
187350255,3,BE,04/19/2022
187350256,3,BE,04/19/2022
187350257,3,BE,04/19/2022
187350258,3,BE,04/19/2022
187350259,3,BE,04/19/2022
187350260,3,BE,04/19/2022
187350261,3,BE,04/19/2022
187350262,3,BE,04/19/2022
187350263,3,BE,04/19/2022
187350264,3,BE,04/19/2022
187350265,3,BE,04/19/2022
187350266,3,BE,04/19/2022
187350267,3,BE,04/19/2022
187350268,3,BE,04/19/2022
187350269,3,BE,04/19/2022
187350270,3,BE,04/19/2022
187350271,3,BE,04/19/2022
187350272,3,BE,04/19/2022
187350273,3,BE,04/19/2022
187350274,3,BE,04/19/2022
187350275,3,BE,04/19/2022
187350276,3,BE,04/19/2022
187350277,3,BE,04/19/2022
187350278,3,BE,04/19/2022
187350279,3,BE,04/19/2022
187350280,3,BE,04/19/2022
187350281,3,BE,04/19/2022
187350282,3,BE,04/19/2022
187350283,3,BE,04/19/2022
187350284,3,BE,04/19/2022
187350285,3,BE,04/19/2022
187350286,3,BE,04/19/2022
187350287,3,BE,04/19/2022
187350288,3,BE,04/19/2022
187350289,3,BE,04/19/2022
187350290,3,BE,04/19/2022
187350291,3,BE,04/19/2022
187350292,3,BE,04/19/2022
187350293,3,BE,04/19/2022
187350294,3,BE,04/19/2022
187350295,3,BE,04/19/2022
187350296,3,BE,04/19/2022
187350297,3,BE,04/19/2022
187350298,3,BE,04/19/2022
187350299,3,BE,04/19/2022
187350300,3,BE,04/19/2022
189376801,3B,BE,04/19/2022
189376802,3B,BE,04/19/2022
189376803,3B,BE,04/19/2022
189376804,3B,BE,04/19/2022
189376805,3B,BE,04/19/2022
189376806,3B,BE,04/19/2022
189376807,3B,BE,04/19/2022
189376808,3B,BE,04/19/2022
189376809,3B,BE,04/19/2022
189376810,3B,BE,04/19/2022
189376811,3B,BE,04/19/2022
189376812,3B,BE,04/19/2022
189376813,3B,BE,04/19/2022
189376814,3B,BE,04/19/2022
189376815,3B,BE,04/19/2022
189376816,3B,BE,04/19/2022
189376817,3B,BE,04/19/2022
189376818,3B,BE,04/19/2022
189376819,3B,BE,04/19/2022
189376820,3B,BE,04/19/2022
189376821,3B,BE,04/19/2022
189376822,3B,BE,04/19/2022
189376823,3B,BE,04/19/2022
189376824,3B,BE,04/19/2022
189376825,3B,BE,04/19/2022
189376826,3B,BE,04/19/2022
189376827,3B,BE,04/19/2022
189376828,3B,BE,04/19/2022
189376829,3B,BE,04/19/2022
189376830,3B,BE,04/19/2022
189376831,3B,BE,04/19/2022
189376832,3B,BE,04/19/2022
189376833,3B,BE,04/19/2022
189376834,3B,BE,04/19/2022
189376835,3B,BE,04/19/2022
189376836,3B,BE,04/19/2022
189376837,3B,BE,04/19/2022
189376838,3B,BE,04/19/2022
189376839,3B,BE,04/19/2022
189376840,3B,BE,04/19/2022
189376841,3B,BE,04/19/2022
189376842,3B,BE,04/19/2022
189376843,3B,BE,04/19/2022
189376844,3B,BE,04/19/2022
189376845,3B,BE,04/19/2022
189376846,3B,BE,04/19/2022
189376847,3B,BE,04/19/2022
189376848,3B,BE,04/19/2022
189376849,3B,BE,04/19/2022
189376850,3B,BE,04/19/2022
189376851,3B,BE,04/19/2022
189376852,3B,BE,04/19/2022
189376853,3B,BE,04/19/2022
189376854,3B,BE,04/19/2022
189376855,3B,BE,04/19/2022
189376856,3B,BE,04/19/2022
189376857,3B,BE,04/19/2022
189376858,3B,BE,04/19/2022
189376859,3B,BE,04/19/2022
189376860,3B,BE,04/19/2022
189376861,3B,BE,04/19/2022
189376862,3B,BE,04/19/2022
189376863,3B,BE,04/19/2022
189376864,3B,BE,04/19/2022
189376865,3B,BE,04/19/2022
189376866,3B,BE,04/19/2022
189376867,3B,BE,04/19/2022
189376868,3B,BE,04/19/2022
189376869,3B,BE,04/19/2022
189376870,3B,BE,04/19/2022
189376871,3B,BE,04/19/2022
189376872,3B,BE,04/19/2022
189376873,3B,BE,04/19/2022
189376874,3B,BE,04/19/2022
189376875,3B,BE,04/19/2022
189376876,3B,BE,04/19/2022
189376877,3B,BE,04/19/2022
189376878,3B,BE,04/19/2022
189376879,3B,BE,04/19/2022
189376880,3B,BE,04/19/2022
189376881,3B,BE,04/19/2022
189376882,3B,BE,04/19/2022
189376883,3B,BE,04/19/2022
189376884,3B,BE,04/19/2022
189376885,3B,BE,04/19/2022
189376886,3B,BE,04/19/2022
189376887,3B,BE,04/19/2022
189376888,3B,BE,04/19/2022
189376889,3B,BE,04/19/2022
189376890,3B,BE,04/19/2022
189376891,3B,BE,04/19/2022
189376892,3B,BE,04/19/2022
189376893,3B,BE,04/19/2022
189376894,3B,BE,04/19/2022
189376895,3B,BE,04/19/2022
189376896,3B,BE,04/19/2022
189376897,3B,BE,04/19/2022
189376898,3B,BE,04/19/2022
189376899,3B,BE,04/19/2022
189376900,3B,BE,04/19/2022
198103290,1A,BE,07/07/2020
198103291,1A,BE,07/07/2020
198103292,1A,BE,07/07/2020
198103293,1A,BE,07/07/2020
198103294,1A,BE,07/07/2020
198103295,1A,BE,07/07/2020
198103296,1A,BE,07/07/2020
198103297,1A,BE,07/07/2020
198103333,1A,BE,07/07/2020
198103334,1A,BE,07/07/2020
198103335,1A,BE,07/07/2020
198103336,1A,BE,07/07/2020
198103339,1A,BE,07/27/2020
198103340,1A,BE,07/07/2020
198103341,1A,BE,07/07/2020
198103344,1A,BE,07/07/2020
198103377,1A,BE,07/07/2020
198103378,1A,BE,07/07/2020
198103379,1A,BE,07/07/2020
198103380,1A,BE,07/07/2020
198103395,1A,BE,07/07/2020
202319601,3B,BE,04/04/2024
202319602,3B,BE,04/04/2024
202319603,3B,BE,04/04/2024
202319604,3B,BE,04/04/2024
202319605,3B,BE,04/04/2024
202319606,3B,BE,04/04/2024
202319607,3B,BE,04/04/2024
202319608,3B,BE,04/04/2024
202319609,3B,BE,04/04/2024
202319610,3B,BE,04/04/2024
202319611,3B,BE,04/04/2024
202319612,3B,BE,04/04/2024
202319613,3B,BE,04/04/2024
202319614,3B,BE,04/04/2024
202319615,3B,BE,04/04/2024
202319616,3B,BE,04/04/2024
202319617,3B,BE,04/04/2024
202319618,3B,BE,04/04/2024
202319619,3B,BE,04/04/2024
202319620,3B,BE,04/04/2024
202319621,3B,BE,04/04/2024
202319622,3B,BE,04/04/2024
202319623,3B,BE,04/04/2024
202319624,3B,BE,04/04/2024
202319625,3B,BE,04/04/2024
202319626,3B,BE,04/04/2024
202319627,3B,BE,04/04/2024
202319628,3B,BE,04/04/2024
202319629,3B,BE,04/04/2024
202319630,3B,BE,04/04/2024
202319631,3B,BE,04/04/2024
202319632,3B,BE,04/04/2024
202319633,3B,BE,04/04/2024
202319634,3B,BE,04/04/2024
202319635,3B,BE,04/04/2024
202319636,3B,BE,04/04/2024
202319637,3B,BE,04/04/2024
202319638,3B,BE,04/04/2024
202319639,3B,BE,04/04/2024
202319640,3B,BE,04/04/2024
202319641,3B,BE,04/04/2024
202319642,3B,BE,04/04/2024
202319643,3B,BE,04/04/2024
202319644,3B,BE,04/04/2024
202319645,3B,BE,04/04/2024
202319646,3B,BE,04/04/2024
202319647,3B,BE,04/04/2024
202319648,3B,BE,04/04/2024
202319649,3B,BE,04/04/2024
202319650,3B,BE,04/04/2024
202319651,3B,BE,04/04/2024
202319652,3B,BE,04/04/2024
202319653,3B,BE,04/04/2024
202319654,3B,BE,04/04/2024
202319655,3B,BE,04/04/2024
202319656,3B,BE,04/04/2024
202319657,3B,BE,04/04/2024
202319658,3B,BE,04/04/2024
202319659,3B,BE,04/04/2024
202319660,3B,BE,04/04/2024
202319661,3B,BE,04/04/2024
202319662,3B,BE,04/04/2024
202319663,3B,BE,04/04/2024
202319664,3B,BE,04/04/2024
202319665,3B,BE,04/04/2024
202319666,3B,BE,04/04/2024
202319667,3B,BE,04/04/2024
202319668,3B,BE,04/04/2024
202319669,3B,BE,04/04/2024
202319670,3B,BE,04/04/2024
202319671,3B,BE,04/04/2024
202319672,3B,BE,04/04/2024
202319673,3B,BE,04/04/2024
202319674,3B,BE,04/04/2024
202319675,3B,BE,04/04/2024
202319676,3B,BE,04/04/2024
202319677,3B,BE,04/04/2024
202319678,3B,BE,04/04/2024
202319679,3B,BE,04/04/2024
202319680,3B,BE,04/04/2024
202319681,3B,BE,04/04/2024
202319682,3B,BE,04/04/2024
202319683,3B,BE,04/04/2024
202319684,3B,BE,04/04/2024
202319685,3B,BE,04/04/2024
202319686,3B,BE,04/04/2024
202319687,3B,BE,04/04/2024
202319688,3B,BE,04/04/2024
202319689,3B,BE,04/04/2024
202319690,3B,BE,04/04/2024
202319691,3B,BE,04/04/2024
202319692,3B,BE,04/04/2024
202319693,3B,BE,04/04/2024
202319694,3B,BE,04/04/2024
202319695,3B,BE,04/04/2024
202319696,3B,BE,04/04/2024
202319697,3B,BE,04/04/2024
202319698,3B,BE,04/04/2024
202319699,3B,BE,04/04/2024
202319700,3B,BE,04/04/2024
248016201,0A,BE,10/04/2017
248016202,0A,BE,10/04/2017
248016203,0A,BE,10/04/2017
248016204,0A,BE,10/04/2017
248016205,0A,BE,10/04/2017
248016206,0A,BE,10/04/2017
248016207,0A,BE,10/04/2017
248016208,0A,BE,10/04/2017
248016209,0A,BE,10/04/2017
248016210,0A,BE,10/04/2017
248016211,0A,BE,10/04/2017
248016212,0A,BE,10/04/2017
248016213,0A,BE,10/04/2017
248016214,0A,BE,10/04/2017
248016215,0A,BE,10/04/2017
248016216,0A,BE,10/04/2017
248016217,0A,BE,10/04/2017
248016218,0A,BE,10/04/2017
248016219,0A,BE,10/04/2017
248016220,0A,BE,10/04/2017
248016221,0A,BE,10/04/2017
248016222,0A,BE,10/04/2017
248016223,0A,BE,10/04/2017
248016224,0A,BE,10/04/2017
248016225,0A,BE,10/04/2017
248016226,0A,BE,10/04/2017
248016227,0A,BE,10/04/2017
248016228,0A,BE,10/04/2017
248016229,0A,BE,10/04/2017
248016230,0A,BE,10/04/2017
248016231,0A,BE,10/04/2017
248016232,0A,BE,10/04/2017
248016233,0A,BE,10/04/2017
248016234,0A,BE,10/04/2017
248016235,0A,BE,10/04/2017
248016236,0A,BE,10/04/2017
248016237,0A,BE,10/04/2017
248016238,0A,BE,10/04/2017
248016239,0A,BE,10/04/2017
248016240,0A,BE,10/04/2017
248016241,0A,BE,10/04/2017
248016242,0A,BE,10/04/2017
248016243,0A,BE,10/04/2017
248016244,0A,BE,10/04/2017
248016245,0A,BE,10/04/2017
248016246,0A,BE,10/04/2017
248016247,0A,BE,10/04/2017
248016248,0A,BE,10/04/2017
248016249,0A,BE,10/04/2017
248016250,0A,BE,10/04/2017
248016251,0A,BE,10/04/2017
248016252,0A,BE,10/04/2017
248016253,0A,BE,10/04/2017
248016254,0A,BE,10/04/2017
248016255,0A,BE,10/04/2017
248016256,0A,BE,10/04/2017
248016257,0A,BE,10/04/2017
248016258,0A,BE,10/04/2017
248016259,0A,BE,10/04/2017
248016260,0A,BE,10/04/2017
248016261,0A,BE,10/04/2017
248016262,0A,BE,10/04/2017
248016263,0A,BE,10/04/2017
248016264,0A,BE,10/04/2017
248016265,0A,BE,10/04/2017
248016266,0A,BE,10/04/2017
248016267,0A,BE,10/04/2017
248016268,0A,BE,10/04/2017
248016269,0A,BE,10/04/2017
248016270,0A,BE,10/04/2017
248016271,0A,BE,10/04/2017
248016272,0A,BE,10/04/2017
248016273,0A,BE,10/04/2017
248016274,0A,BE,10/04/2017
248016275,0A,BE,10/04/2017
248016276,0A,BE,10/04/2017
248016277,0A,BE,10/04/2017
248016278,0A,BE,10/04/2017
248016279,0A,BE,10/04/2017
248016280,0A,BE,10/04/2017
248016281,0A,BE,10/04/2017
248016282,0A,BE,10/04/2017
248016283,0A,BE,10/04/2017
248016284,0A,BE,10/04/2017
248016285,0A,BE,10/04/2017
248016286,0A,BE,10/04/2017
248016287,0A,BE,10/04/2017
248016288,0A,BE,10/04/2017
248016289,0A,BE,10/04/2017
248016290,0A,BE,10/04/2017
248016291,0A,BE,10/04/2017
248016292,0A,BE,10/04/2017
248016293,0A,BE,10/04/2017
248016294,0A,BE,10/04/2017
248016295,0A,BE,10/04/2017
248016296,0A,BE,10/04/2017
248016297,0A,BE,10/04/2017
248016298,0A,BE,10/04/2017
248016299,0A,BE,10/04/2017
248016300,0A,BE,10/04/2017
257153301,1B,BE,11/07/2012
257153302,1B,BE,11/07/2012
257153303,1B,BE,11/07/2012
257153304,1B,BE,11/07/2012
257153305,1B,BE,11/07/2012
257153306,1B,BE,11/07/2012
257153307,1B,BE,11/07/2012
257153308,1B,BE,11/07/2012
257153309,1B,BE,11/07/2012
257153310,1B,BE,11/07/2012
257153311,1B,BE,11/07/2012
257153312,1B,BE,11/07/2012
257153313,1B,BE,11/07/2012
257153314,1B,BE,11/07/2012
257153315,1B,BE,11/07/2012
257153316,1B,BE,11/07/2012
257153317,1B,BE,11/07/2012
257153318,1B,BE,11/07/2012
257153319,1B,BE,11/07/2012
257153320,1B,BE,11/07/2012
257153321,1B,BE,11/07/2012
257153322,1B,BE,11/07/2012
257153323,1B,BE,11/07/2012
257153324,1B,BE,11/07/2012
257153325,1B,BE,11/07/2012
257153326,1B,BE,11/07/2012
257153327,1B,BE,11/07/2012
257153328,1B,BE,11/07/2012
257153329,1B,BE,11/07/2012
257153330,1B,BE,11/07/2012
257153331,1B,BE,10/04/2017
257153332,1B,BE,10/04/2017
257153333,1B,BE,10/04/2017
257153334,1B,BE,10/04/2017
257153335,1B,BE,10/04/2017
257153336,1B,BE,10/04/2017
257153337,1B,BE,10/04/2017
257153338,1B,BE,10/04/2017
257153339,1B,BE,10/04/2017
257153340,1B,BE,10/04/2017
257153341,1B,BE,10/04/2017
257153342,1B,BE,11/07/2012
257153343,1B,BE,11/07/2012
257153344,1B,BE,11/07/2012
257153345,1B,BE,11/07/2012
257153346,1B,BE,11/07/2012
257153347,1B,BE,10/04/2017
257153348,1B,BE,11/07/2012
257153349,1B,BE,11/07/2012
257153350,1B,BE,10/04/2017
257153351,1B,BE,10/04/2017
257153352,1B,BE,10/04/2017
257153353,1B,BE,10/04/2017
257153354,1B,BE,10/04/2017
257153355,1B,BE,10/04/2017
257153356,1B,BE,10/04/2017
257153357,1B,BE,10/04/2017
257153358,1B,BE,10/04/2017
257153359,1B,BE,10/04/2017
257153360,1B,BE,10/04/2017
257153361,1B,BE,10/04/2017
257153362,1B,BE,10/04/2017
257153363,1B,BE,10/04/2017
257153364,1B,BE,10/04/2017
257153365,1B,BE,10/04/2017
257153366,1B,BE,10/04/2017
257153367,1B,BE,10/04/2017
257153368,1B,BE,10/04/2017
257153369,1B,BE,10/04/2017
257153370,1B,BE,10/04/2017
257153371,1B,BE,10/04/2017
257153372,1B,BE,10/04/2017
257153373,1B,BE,10/04/2017
257153374,1B,BE,10/04/2017
257153375,1B,BE,10/04/2017
257153376,1B,BE,10/04/2017
257153377,1B,BE,10/04/2017
257153378,1B,BE,10/04/2017
257153379,1B,BE,10/04/2017
257153380,1B,BE,10/04/2017
257153381,1B,BE,10/04/2017
257153382,1B,BE,10/04/2017
257153383,1B,BE,10/04/2017
257153384,1B,BE,10/04/2017
257153385,1B,BE,10/04/2017
257153386,1B,BE,10/04/2017
257153387,1B,BE,10/04/2017
257153388,1B,BE,10/04/2017
257153389,1B,BE,10/04/2017
257153390,1B,BE,10/04/2017
257153391,1B,BE,10/04/2017
257153392,1B,BE,10/04/2017
257153393,1B,BE,10/04/2017
257153394,1B,BE,10/04/2017
257153395,1B,BE,10/04/2017
257153396,1B,BE,10/04/2017
257153397,1B,BE,10/04/2017
257153398,1B,BE,10/04/2017
257153399,1B,BE,10/04/2017
257153400,1B,BE,10/04/2017
264175402,1A,BE,10/04/2017
264175403,1A,BE,10/04/2017
264175404,1A,BE,10/04/2017
264175405,1A,BE,10/04/2017
264175406,1A,BE,10/04/2017
264175407,1A,BE,06/20/2013
264175408,1A,BE,06/20/2013
264175409,1A,BE,06/20/2013
264175410,1A,BE,06/20/2013
264175411,1A,BE,06/20/2013
264175412,1A,BE,06/20/2013
264175413,1A,BE,06/20/2013
264175414,1A,BE,06/20/2013
264175415,1A,BE,06/20/2013
264175416,1A,BE,06/20/2013
264175417,1A,BE,06/20/2013
264175418,1A,BE,06/20/2013
264175419,1A,BE,06/20/2013
264175420,1A,BE,06/20/2013
264175421,1A,BE,06/20/2013
264175422,1A,BE,10/04/2017
264175423,1A,BE,06/20/2013
264175424,1A,BE,06/20/2013
264175425,1A,BE,06/20/2013
264175426,1A,BE,06/20/2013
264175427,1A,BE,06/20/2013
264175428,1A,BE,06/20/2013
264175429,1A,BE,06/20/2013
264175430,1A,BE,06/20/2013
264175431,1A,BE,06/20/2013
264175432,1A,BE,06/20/2013
264175433,1A,BE,06/20/2013
264175434,1A,BE,06/20/2013
264175435,1A,BE,06/20/2013
264175436,1A,BE,06/20/2013
264175437,1A,BE,06/20/2013
264175438,1A,BE,06/20/2013
264175439,1A,BE,06/20/2013
264175440,1A,BE,06/20/2013
264175441,1A,BE,06/20/2013
264175442,1A,BE,06/20/2013
264175443,1A,BE,06/20/2013
264175444,1A,BE,06/20/2013
264175445,1A,BE,06/20/2013
264175446,1A,BE,06/20/2013
264175447,1A,BE,06/20/2013
264175448,1A,BE,06/20/2013
264175449,1A,BE,06/20/2013
264175450,1A,BE,06/20/2013
264175451,1A,BE,06/20/2013
264175452,1A,BE,06/20/2013
264175453,1A,BE,06/20/2013
264175454,1A,BE,06/20/2013
264175455,1A,BE,06/20/2013
264175456,1A,BE,06/20/2013
264175457,1A,BE,06/20/2013
264175458,1A,BE,06/20/2013
264175459,1A,BE,06/20/2013
264175460,1A,BE,06/20/2013
264175461,1A,BE,06/20/2013
264175462,1A,BE,06/20/2013
264175463,1A,BE,06/20/2013
264175464,1A,BE,06/20/2013
264175465,1A,BE,06/20/2013
264175466,1A,BE,06/20/2013
264175467,1A,BE,10/04/2017
264175468,1A,BE,10/04/2017
264175469,1A,BE,10/04/2017
264175470,1A,BE,10/04/2017
264175471,1A,BE,10/04/2017
264175472,1A,BE,10/04/2017
264175473,1A,BE,10/04/2017
264175474,1A,BE,10/04/2017
264175475,1A,BE,10/04/2017
264175476,1A,BE,10/04/2017
264175477,1A,BE,10/04/2017
264175478,1A,BE,06/20/2013
264175479,1A,BE,06/20/2013
264175480,1A,BE,06/20/2013
264175481,1A,BE,06/20/2013
264175482,1A,BE,06/20/2013
264175483,1A,BE,06/20/2013
264175484,1A,BE,06/20/2013
264175485,1A,BE,06/20/2013
264175486,1A,BE,06/20/2013
264175487,1A,BE,06/20/2013
264175488,1A,BE,06/20/2013
264175489,1A,BE,06/20/2013
264175490,1A,BE,06/20/2013
264175491,1A,BE,06/20/2013
264175492,1A,BE,06/20/2013
264175493,1A,BE,10/04/2017
264175494,1A,BE,10/04/2017
264175495,1A,BE,10/04/2017
264175496,1A,BE,10/04/2017
264175497,1A,BE,10/04/2017
264175498,1A,BE,10/04/2017
264175499,1A,BE,10/04/2017
264175500,1A,BE,10/04/2017
265127978,1A,BE,07/07/2020
265127979,1A,BE,07/07/2020
265127980,1A,BE,07/07/2020
265127981,1A,BE,07/07/2020
265127982,1A,BE,07/07/2020
265127983,1A,BE,07/07/2020
265127987,1A,BE,08/04/2014
265127988,1A,BE,08/04/2014
265127989,1A,BE,08/04/2014
265127990,1A,BE,08/04/2014
265127991,1A,BE,08/04/2014
265127992,1A,BE,08/04/2014
265127993,1A,BE,08/04/2014
265127994,1A,BE,08/04/2014
265127995,1A,BE,08/04/2014
265127996,1A,BE,08/04/2014
265127997,1A,BE,08/04/2014
265127998,1A,BE,08/04/2014
265127999,1A,BE,08/04/2014
265128000,1A,BE,08/04/2014
272077822,0,BE,10/11/2017
272077823,0,BE,10/11/2017
272077824,0,BE,10/11/2017
272077825,0,BE,10/11/2017
272077826,0,BE,10/11/2017
272077827,0,BE,10/11/2017
272077828,0,BE,10/11/2017
272077829,0,BE,10/11/2017
272077830,0,BE,10/11/2017
272077831,0,BE,10/11/2017
272077837,0,BE,10/11/2017
272077838,0,BE,10/11/2017
272077839,0,BE,10/11/2017
272077840,0,BE,10/11/2017
272077841,0,BE,10/11/2017
272077842,0,BE,10/11/2017
272077843,0,BE,10/11/2017
272077844,0,BE,10/11/2017
272077845,0,BE,10/11/2017
274058301,0,BE,10/04/2017
274058302,0,BE,10/04/2017
274058303,0,BE,10/04/2017
274058304,0,BE,10/04/2017
274058305,0,BE,10/04/2017
274058306,0,BE,10/04/2017
274058307,0,BE,10/04/2017
274058308,0,BE,10/04/2017
274058309,0,BE,10/04/2017
274058310,0,BE,10/04/2017
274058311,0,BE,10/04/2017
274058312,0,BE,10/04/2017
274058313,0,BE,10/04/2017
274058314,0,BE,10/04/2017
274058315,0,BE,10/04/2017
274058316,0,BE,10/04/2017
274058317,0,BE,10/04/2017
274058318,0,BE,10/04/2017
274058319,0,BE,10/04/2017
274058320,0,BE,10/04/2017
274058321,0,BE,10/04/2017
274058322,0,BE,10/04/2017
274058323,0,BE,10/04/2017
274058324,0,BE,10/04/2017
274058325,0,BE,10/04/2017
274058326,0,BE,10/04/2017
274058327,0,BE,10/04/2017
274058328,0,BE,10/04/2017
274058329,0,BE,10/04/2017
274058330,0,BE,10/04/2017
274058331,0,BE,10/04/2017
274058332,0,BE,10/04/2017
274058333,0,BE,10/04/2017
274058334,0,BE,10/04/2017
274058335,0,BE,10/04/2017
274058336,0,BE,10/04/2017
274058337,0,BE,10/04/2017
274058338,0,BE,10/04/2017
274058339,0,BE,10/04/2017
274058340,0,BE,10/04/2017
274058341,0,BE,10/04/2017
274058342,0,BE,10/04/2017
274058343,0,BE,10/04/2017
274058344,0,BE,10/04/2017
274058345,0,BE,10/04/2017
274058346,0,BE,10/04/2017
274058347,0,BE,10/04/2017
274058348,0,BE,10/04/2017
274058349,0,BE,10/04/2017
274058350,0,BE,10/04/2017
274058351,0,BE,10/04/2017
274058352,0,BE,10/04/2017
274058353,0,BE,10/04/2017
274058354,0,BE,10/04/2017
274058355,0,BE,10/04/2017
274058356,0,BE,10/04/2017
274058357,0,BE,10/04/2017
274058358,0,BE,10/04/2017
274058359,0,BE,10/04/2017
274058360,0,BE,10/04/2017
274058361,0,BE,10/04/2017
274058362,0,BE,10/04/2017
274058363,0,BE,10/04/2017
274058364,0,BE,10/04/2017
274058365,0,BE,10/04/2017
274058366,0,BE,10/04/2017
274058367,0,BE,10/04/2017
274058368,0,BE,10/04/2017
274058369,0,BE,10/04/2017
274058370,0,BE,10/04/2017
274058371,0,BE,10/04/2017
274058372,0,BE,10/04/2017
274058373,0,BE,10/04/2017
274058374,0,BE,10/04/2017
274058375,0,BE,10/04/2017
274058376,0,BE,10/04/2017
274058377,0,BE,10/04/2017
274058378,0,BE,10/04/2017
274058379,0,BE,10/04/2017
274058380,0,BE,10/04/2017
274058381,0,BE,10/04/2017
274058382,0,BE,10/04/2017
274058383,0,BE,10/04/2017
274058384,0,BE,10/04/2017
274058385,0,BE,10/04/2017
274058386,0,BE,10/04/2017
274058387,0,BE,10/04/2017
274058388,0,BE,10/04/2017
274058389,0,BE,10/04/2017
274058390,0,BE,10/04/2017
274058391,0,BE,10/04/2017
274058392,0,BE,10/04/2017
274058393,0,BE,10/04/2017
274058394,0,BE,10/04/2017
274058395,0,BE,10/04/2017
274058396,0,BE,10/04/2017
274058397,0,BE,10/04/2017
274058398,0,BE,10/04/2017
274058399,0,BE,10/04/2017
274058400,0,BE,10/04/2017
274058401,0,BE,10/04/2017
274058402,0,BE,10/04/2017
274058403,0,BE,10/04/2017
274058404,0,BE,10/04/2017
274058405,0,BE,10/04/2017
274058406,0,BE,10/04/2017
274058407,0,BE,10/04/2017
274058408,0,BE,10/04/2017
274058409,0,BE,10/04/2017
274058410,0,BE,10/04/2017
274058411,0,BE,10/04/2017
274058412,0,BE,10/04/2017
274058413,0,BE,10/04/2017
274058414,0,BE,10/04/2017
274058415,0,BE,10/04/2017
274058416,0,BE,10/04/2017
274058417,0,BE,10/04/2017
274058418,0,BE,10/04/2017
274058419,0,BE,10/04/2017
274058420,0,BE,10/04/2017
274058421,0,BE,10/04/2017
274058422,0,BE,10/04/2017
274058423,0,BE,10/04/2017
